Scenario,Thought,Distortion Type,label
"Mẹ và tôi thảo luận về kế hoạch tương lai, mẹ đã đưa ra nhiều kế hoạch, bày tỏ sự lo lắng của bà về tình hình hiện tại, nhưng có một số kế hoạch tôi không đồng tình.","Bà ấy nghĩ ra những điều tốt đẹp như vậy, làm sao tôi có thể làm được? Tôi là một người không có tài năng, những điều này quá xa vời đối với tôi.",Emotional Reasoning,1
"Gần đây bạn có thai, cảm thấy rất khó chịu.",Tôi có thể thử làm một số việc trong khả năng để giảm bớt nỗi đau này.,Non-distorted,0
"Bạn rất béo, rất mập.","Thể chất thiếu rèn luyện, tôi phải vận động nhiều hơn, tăng cường sức đề kháng cho bản thân.",Non-distorted,0
"Từ nhỏ đã thề rằng lớn lên sẽ thành công trong sự nghiệp, gia đình hạnh phúc. Lớn lên mới phát hiện, lương 3 triệu/tháng cũng phải làm thêm giờ vất vả. Mỗi tháng trả tiền thuê nhà, chi phí sinh hoạt, tiền tiết kiệm ít ỏi.","Quá suy sụp, tôi thực sự chỉ có thể như vậy sao, chi bằng kết thúc sớm đi.",Emotional Reasoning,1
"Đồng nghiệp của bạn, vào công ty cùng năm, bạn cảm thấy cô ấy luôn thích lấn át bạn.","Đối mặt với những người học đại học hạng ba, tôi cũng cảm thấy bất lực, những năm đại học này giống như không khí, tôi dường như chẳng học được gì cả.",All-or-Nothing Thinking,1
"Bạn được chẩn đoán mắc bệnh u não, rất hoang mang, cảm thấy rất sợ hãi.","Cùng là khối u mà sao người giường bên cạnh lại vui vẻ như vậy, anh ta chắc chắn là kẻ điên!",Labeling and Mislabeling,1
"Bạn cùng phòng của bạn đi học rất sớm mỗi ngày, bạn cảm thấy rất áp lực.","Bạn cùng phòng của tôi mỗi ngày đều đi học sớm như vậy, có phải là do tôi ồn ào trong ký túc xá làm phiền anh ấy không, anh ấy bị buộc phải ra ngoài học vì tôi.",Personalization,1
Người yêu bạn vừa qua đời do tai nạn.,"Người đã khuất như đã qua, người sống còn ở lại. Vợ tôi chắc chắn cũng muốn thấy tôi vực dậy, gia đình này bây giờ phải dựa vào tôi để gánh vác.",Non-distorted,0
"Câu lạc bộ bạn tham gia cũng không kết bạn được, không có người quen nào.","Không kết bạn được, có lẽ là do tôi thiếu sức hút cá nhân, cảm thấy mình không đủ xuất sắc.",Personalization,1
"Con chó nhỏ bạn chăm sóc cẩn thận đã qua đời, bạn cảm thấy rất đau buồn.","Sự ra đi của con chó là hình phạt dành cho tôi, đều tại tôi muốn nuôi một con chó mới, nên nó đột ngột ra đi, tôi là người xấu, tôi đã ép chết con chó.",Personalization,1
"Bây giờ đã là năm cuối đại học, bạn vốn định tìm việc làm, nhưng gần đây lại phân vân không biết nên học tiếp lên cao học hay đi làm, cảm thấy mông lung.","Vốn đã quyết định rồi, bây giờ lại thay đổi liên tục, tôi đúng là một người hay thay đổi.",Labeling and Mislabeling,1
"Kết quả thi đã có, điểm trung bình của bạn lại giảm, giáo viên hướng dẫn nói với bạn rằng có thể bị đuổi học.","Rất có thể sẽ bị đuổi học, tương lai của tôi sẽ ở đâu, tôi rất mông lung.",Fortune-telling,1
"Mẹ và tôi thảo luận về kế hoạch tương lai, mẹ đã đưa ra nhiều kế hoạch, bày tỏ sự lo lắng của bà về tình hình hiện tại, nhưng có một số kế hoạch tôi không đồng tình.","Tôi bị mẹ kiểm soát, chỉ là một con rối, chi bằng tôi chết đi còn hơn.",Labeling and Mislabeling,1
"Bạn ra ngoài không mang ô, nhưng đột nhiên trời bắt đầu mưa, mưa rất lớn, bạn không vui lắm.","Lần nào cũng vậy, cứ tôi không mang ô là trời sẽ mưa! Cố ý chống đối tôi phải không, những lúc nhớ mang ô thì trời chẳng bao giờ mưa, lần nào cũng vậy!",Overgeneralization,1
"Gần đây công việc rất bận, con bạn bị bỏ bê, bạn cảm thấy thiếu sự đồng hành với con.","Công việc và ở bên con chỉ có thể chọn một, nhưng tôi đã chọn công việc, các con sẽ không bao giờ tha thứ cho tôi.",All-or-Nothing Thinking,1
"Đột nhiên bạn đi ra ngoài, phát hiện áo mình bị mặc ngược.","Thật đáng tiếc, bây giờ phải về nhà thay quần áo, lại tốn thời gian. (ノ=Д=)ノ┻━┻",Non-distorted,0
Bạn đột nhiên phát hiện nhà mình bị trộm.,"Nhanh chóng báo cảnh sát, có thể còn bắt được tên trộm, không thể cứ thế mà bỏ qua cho hắn.",Non-distorted,0
"Bạn đối mặt với đủ loại hoạt động trong trường, tràn đầy hứng thú, nhưng lại lo lắng thất bại.","Tôi nhát gan quá, ngay cả hoạt động của trường cũng không dám tham gia, vậy thì sau này tôi chắc chắn cũng sẽ vì nhát gan mà lỡ việc.",Fortune-telling,1
"Hai đứa trẻ không có bạn chăm sóc, hướng dẫn, dần dần phát sinh vấn đề hành vi, bài vở ở trường cũng không đạt yêu cầu.","Còn nhỏ đã không chịu học hành tử tế như thế này, lớn lên sẽ làm được tích sự gì, chỉ tổ gây hại cho xã hội.",Overgeneralization,1
"Bạn nỗ lực tranh cử chủ tịch hội sinh viên, nhưng không trúng cử.","Người được chọn chắc chắn có mối quan hệ tốt với ban giám khảo, lần này chắc chắn có gian lận.",Mind Reading,1
"Gần đây bạn thường xuyên không về nhà vào ban đêm, bố bạn gọi bạn nói chuyện, lời nói có vẻ kích động và tức giận.","Anh ấy hoàn toàn không hiểu tôi, anh ấy chỉ không muốn tôi tự quyết định.",All-or-Nothing Thinking,1
"Đột nhiên thức dậy lúc ba giờ sáng, bạn vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng.","Vốn dĩ buổi tối đã khó ngủ rồi, bây giờ lại còn giật mình tỉnh giấc giữa đêm, tôi thực sự không biết phải làm sao nữa. Chắc chắn là tôi đã làm sai điều gì đó, khiến bản thân phải chịu đựng sự dày vò này.",Personalization,1
"Bạn làm việc cùng đồng nghiệp, bạn cảm thấy mình gánh nặng hơn, còn họ thì nhẹ nhàng hơn.","Người không ăn cắp ăn bớt lại phải làm nhiều hơn phải không? Thật bất công, ông chủ trên đời này đều tham lam như nhau.",Overgeneralization,1
"Câu lạc bộ bạn tham gia cũng không kết bạn được, không có người quen nào.",Tôi đã cố gắng hòa nhập vào câu lạc bộ nhưng trong mắt họ tôi chỉ là một kẻ hề.,Labeling and Mislabeling,1
Bạn phát hiện ra bạn cùng phòng hình như đang âm thầm ganh đua với bạn.,"Thật đau khổ khi mỗi ngày đều bị người khác soi mói, ai cũng sẽ rất đau khổ.",Emotional Reasoning,1
"Các bạn học đều đã ra ngoài, bạn ở lại một mình trong lớp, cảm thấy mình có chút cô đơn.","Tôi từ trước đến nay không phải là một người đặc biệt xuất sắc, tôi là một người mà ngay cả bản thân tôi cũng không thích.",Labeling and Mislabeling,1
"Gần đây bạn thường xuyên không về nhà vào ban đêm, bố bạn gọi bạn nói chuyện, lời nói có vẻ kích động và tức giận.","Bố thật là gia trưởng! Bố chỉ nói với tôi đừng làm cái này đừng làm cái kia, bố thích tước đoạt tự do của tôi!",Labeling and Mislabeling,1
"Bạn thấy vợ mình ngày đêm chuyên tâm chăm sóc con cái, trong lòng cảm thấy cô đơn khó tả.","Trẻ con đang ở độ tuổi cần tình yêu thương của bố mẹ để lớn lên, chúng ta hãy cùng nhau yêu thương con cái của mình thật tốt.",Non-distorted,0
"Điểm của tôi không tiến bộ, bố tôi nhìn thấy tôi là lại sụ mặt xuống và không thèm nói chuyện với tôi.","Bố tôi chắc chắn hối hận vì đã sinh ra tôi, ông ấy muốn cắt đứt quan hệ bố con với tôi. Tôi đúng là một sai lầm trong cuộc đời ông ấy.",Mind Reading,1
"Bố mẹ bệnh nặng, bạn không đủ tiền chữa trị.","Tôi đúng là một đứa phá của, trước đây chưa bao giờ nghĩ mình tiêu nhiều tiền như vậy, bây giờ chỉ muốn tìm lại từng đồng từng hào mình đã tiêu trong quá khứ.",Labeling and Mislabeling,1
"Mắt có triệu chứng khô mắt, bác sĩ khuyên bạn không nên tiếp xúc với màn hình điện tử, bạn rất bực bội.","Hiện tại tôi cần tạm thời tránh xa các thiết bị điện tử, tôi dự định tận dụng cơ hội này để đọc nhiều sách hơn, tận hưởng thiên nhiên, và đi ra ngoài nhiều hơn.",Non-distorted,0
"Gần đây bạn thường xuyên không về nhà vào ban đêm, bố bạn gọi bạn nói chuyện, lời nói có vẻ kích động và tức giận.","Tôi rất buồn, cảm thấy bố không tin tưởng tôi, vì vậy tôi quyết định bỏ nhà đi, chỉ có như vậy ông ấy mới không kiểm soát tôi.",Emotional Reasoning,1
"Khi xem phim, bạn phát hiện ra rằng những người có vẻ ngoài hung dữ hầu hết đều là nhân vật phản diện.",Có vẻ như một người có vẻ ngoài hung dữ như tôi sẽ rất khó có chỗ đứng trong xã hội này.,Emotional Reasoning,1
"Bạn tái hôn, hai người con riêng không chịu gọi bạn là “bố”, nói rằng bạn không phải là bố của chúng, không phục tùng sự quản giáo của bạn.","Lũ trẻ không thể chấp nhận tôi, thái độ của chúng đã quá rõ ràng rồi, toàn bộ cuộc sống hôn nhân sẽ là phục vụ hai tiểu tổ tông này, kết hôn làm gì, mau chia tay đi.",Fortune-telling,1
"Trong một hai tháng qua, tôi thức dậy ít nhất một lần mỗi tuần vì đau lưng.",Vợ tôi ra ngoài đón năm mới: Tôi không thể ngăn chặn sự lo lắng và trầm cảm của mình cố gắng hủy hoại buổi tối của chúng tôi.,Emotional Reasoning,1
"Đồng nghiệp của bạn, cùng năm vào công ty, bạn cảm thấy cô ấy luôn thích lấn át bạn.","Cô ấy thật sự rất giỏi, vừa nỗ lực vừa có tài năng, tôi cảm thấy dù tôi có cố gắng cũng rất khó đạt được trình độ như cô ấy.",Non-distorted,0
"Bạn chủ động chào hỏi, bạn học mới cũng chỉ hờ hững đáp lại.","Có phải tôi đã làm sai điều gì khiến anh ấy ghét tôi không, tôi không biết phải làm sao.",Personalization,1
Tài liệu ôn tập bạn chuẩn bị hoàn toàn không khớp với bài thi.,"Thật phiền phức, chuẩn bị làm gì chứ, dù sao ôn tập chăm chỉ cũng vô ích, tôi sẽ không bao giờ học hành nghiêm túc nữa. Học hành chỉ là một trò lừa bịp, chúng ta đều là nạn nhân.",All-or-Nothing Thinking,1
"Gần đây bạn thường xuyên không về nhà vào ban đêm, bố bạn tìm bạn nói chuyện, lời nói có phần kích động và tức giận.","Rõ ràng tôi đã là người lớn rồi, nhưng bố vẫn không yên tâm, cứ như tôi là một đứa trẻ không lớn nổi vậy, rốt cuộc bao giờ họ mới yên tâm về tôi đây?",Non-distorted,0
"Bạn học hành chăm chỉ, vốn hy vọng đạt được kết quả tốt, nhưng bạn chỉ vừa đủ điểm đỗ.","Cuộc đời tôi luôn phủ nhận tôi, nó nắm lấy tai tôi mà hét lên: “Mọi thứ của mày đều vô nghĩa”.",Overgeneralization,1
"Bạn và bạn bè ăn cơm cùng nhau mỗi ngày, đột nhiên một ngày cô ấy không đến tìm bạn ăn cơm.","Cô ấy không đến tìm tôi, tôi còn tâm trạng nào mà ăn nữa.",Emotional Reasoning,1
"Cấp trên giao cho bạn khối lượng công việc vượt xa khả năng của bạn, bạn cảm thấy quá mệt mỏi.","Tiểu Soái suốt ngày tranh thủ đi công tác, chắc chắn là muốn thấy tôi vì có thêm công việc của anh ấy mà không hoàn thành được công việc trong bộ dạng khó xử.",Mind Reading,1
Những người xung quanh nhận xét bạn là người khó hòa hợp.,"Từ trước đến nay tôi vẫn luôn không được lòng người khác, tính cách tôi cô độc và lạnh lùng, khi muốn bày tỏ thiện chí thì cuối cùng lời nói luôn không đúng ý, người khác luôn xa lánh tôi, tôi cũng không có cách nào.",Labeling and Mislabeling,1
"Bạn đối mặt với các hoạt động đa dạng của trường học, đầy hứng thú, nhưng lại lo lắng thất bại.","Ngay cả một hoạt động cũng không dám tham gia, sau này tôi chắc chắn sẽ không làm nên trò trống gì, không tìm được việc làm, cả đời sẽ nghèo khổ.",Overgeneralization,1
Có lần bạn nghe thấy bạn trai/bạn gái của mình đang nói chuyện với bạn thân khác giới.,"Anh ấy thà nói chuyện với bạn thân còn hơn là nói chuyện với tôi, tôi sống còn có ý nghĩa gì, có giá trị gì?",Overgeneralization,1
Thường xuyên làm thêm giờ khiến bạn cảm thấy quá khó chịu.,"Làm thêm giờ là điều mà mọi người trẻ đều phải chấp nhận, nhưng tôi không thể chấp nhận được, có phải tôi là người không thể hòa nhập vào xã hội này không, có phải cuộc sống trước đây tôi không thể chấp nhận được không?",Labeling and Mislabeling,1
"Bạn có một người bạn đã quen hai năm, gần đây vài tuần không liên lạc với bạn.","Gần đây công việc khá bận rộn, không quan tâm cô ấy, hơi có lỗi với người bạn này.",Non-distorted,0
Bạn đột nhiên phát hiện nhà mình bị trộm.,"Bị trộm đột nhập không ai muốn, nhưng bây giờ sự việc đã xảy ra rồi, vẫn nên nhanh chóng phối hợp với cảnh sát bắt được kẻ trộm thôi.",Non-distorted,0
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Nhiều tiền như vậy đều mất hết rồi, tôi sẽ nghèo khổ cả đời.",All-or-Nothing Thinking,1
"Giữa dòng xe cộ tấp nập, một chiếc xe vượt lên trước chúng tôi.","Tôi cảm thấy các chủ xe xung quanh đều đang nhìn tôi, chắc chắn trong lòng họ đang nghĩ tôi là một người yếu đuối, bị vượt xe mà vẫn thờ ơ, tôi xấu hổ không biết giấu mặt vào đâu.",Mind Reading,1
Gần đây có tình trạng mất ngủ.,"Thiếu ngủ mỗi ngày đều cảm thấy rất mệt mỏi, nhìn thế giới mình đang sống cũng thấy vô vị.",All-or-Nothing Thinking,1
"Gần đây bạn bị gãy xương, lần nào cũng phải nhờ bạn bè đưa xuống lầu, đưa đi học.","Cuộc đời luôn khó khăn như vậy, mọi thứ đều cản trở tôi, thế giới này không có gì đáng để tôi lưu luyến nữa.",Personalization,1
"Mơ lấy được hoàng tử bạch mã, cuối cùng bạn chỉ lấy được người chồng mình không thích.","Ý nghĩ này của tôi mà nói ra, chắc chắn sẽ gặp phải sự khinh bỉ và chế giễu của anh ấy.",Fortune-telling,1
Gần đây có tình trạng mất ngủ.,"Bạn bè xung quanh đều không mất ngủ, chỉ có mình tôi mất ngủ, tôi là một người sức khỏe kém.",Labeling and Mislabeling,1
"Gần đây bạn chán ăn, không ăn được gì, cảm thấy không ngon miệng.","Tôi đúng là một người yếu đuối và vô dụng, tất cả đều là do tâm lý mà thôi.",Labeling and Mislabeling,1
"Bạn cãi nhau lớn với bố mẹ, sau đó bố mẹ rất buồn, bạn cảm thấy rất hối lỗi.","Tôi là một kẻ vô dụng chỉ biết làm bố mẹ tức giận, tôi sẽ không bao giờ bù đắp được những tổn thương mà tôi đã gây ra cho họ.",Overgeneralization,1
"Bố mẹ đều sắp sáu mươi tuổi, quanh năm làm nông đều bị bệnh, gần đây thường nói rất mệt mỏi.","Làm bố mẹ của tôi chắc là mệt mỏi lắm nhỉ, tôi đúng là đồ bỏ đi, chẳng làm được việc gì nên hồn.",Labeling and Mislabeling,1
"Bạn và bạn bè ăn cơm cùng nhau mỗi ngày, đột nhiên một ngày cô ấy không đến tìm bạn ăn cơm.","Cô ấy là bạn mà còn không muốn đi ăn cùng tôi nữa, sau này bạn bè của tôi đều sẽ tìm người khác, đều sẽ bỏ rơi tôi, tôi là người không được mọi người yêu thích.",Overgeneralization,1
Bạn gửi nhầm tài liệu cho giáo viên.,"Tôi cẩu thả như vậy, ngay cả việc gửi một tài liệu cũng có thể gửi nhầm, giáo viên sẽ không âm thầm ghi nhớ điều đó trong lòng chứ?",Fortune-telling,1
"Bạn được chẩn đoán mắc u não, rất hoang mang, cảm thấy rất sợ hãi.","Não tôi có một khối u, xong rồi, trời sập rồi, cuộc đời tươi đẹp của tôi kết thúc rồi. Cuộc đời tôi đến đây là hết.",All-or-Nothing Thinking,1
"Đi trên đường, một con chó hoang xông đến cắn bạn.","Con chó đó cắn tôi, tôi nghĩ đây là hình phạt của trời dành cho lỗi lầm của tôi, tôi là người bị trừng phạt.",Personalization,1
"Bạn cùng phòng của bạn hàng ngày đều ra ngoài học rất sớm, bạn cảm thấy áp lực rất lớn.","Tôi rất khó theo kịp bước chân của bạn cùng phòng, nhưng vẫn phải tiếp tục học vì gia đình.",Non-distorted,0
"Cấp trên giao cho bạn khối lượng công việc vượt xa khả năng của bạn, bạn cảm thấy quá mệt mỏi.","Anh ấy sắp xếp nhiều công việc cho tôi như vậy chắc là muốn tôi không chịu nổi, sau đó thuận tiện cho anh ấy quy tắc ngầm tôi!",Fortune-telling,1
"Bạn bè rủ bạn đi ăn, nhưng lúc đó bạn đã có hẹn rồi.","Bạn bè chắc chắn đã thất vọng tràn trề về tôi, cô ấy chắc chắn sẽ không muốn nói chuyện với tôi nữa.",Fortune-telling,1
"Bạn tham gia câu lạc bộ cũng không kết bạn được, không có người quen nào.","Tôi đã không tham gia hoạt động của câu lạc bộ, từ chối yêu cầu của trưởng ban, sự xa lánh của họ có thể là hình phạt cho sự vô trách nhiệm của tôi.",Personalization,1
"Khi bạn giáo dục con cái, chúng bắt đầu cãi lại, bày tỏ ý kiến của mình, thậm chí công khai phản đối bạn.","Chúng dám cãi lại tôi như vậy, không tôn trọng người lớn thật đáng giận. Nhưng đây cũng là một sự trưởng thành, cũng có chút an ủi, phải nhắc nhở chúng lần sau chú ý.",Non-distorted,0
"Mẹ và tôi thảo luận về kế hoạch tương lai, mẹ đưa ra nhiều kế hoạch, bày tỏ sự lo lắng về hiện trạng, nhưng một số kế hoạch tôi không đồng tình.","Mệt mỏi quá, tôi thực sự phải lên kế hoạch cho cuộc đời mình thật tốt.",Non-distorted,0
"Tài liệu sếp cần hôm qua, hôm nay bạn mới nhớ ra, chuẩn bị mang đi nộp.","Có lẽ tôi đã vô tình mắc lỗi, mặc dù không có gì to tát, nhưng cảm giác bị hiểu lầm này khiến tôi rất khó chịu.",Non-distorted,0
Bạn và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn.,"Ngay cả việc hòa hợp với bạn cùng phòng những chuyện nhỏ nhặt như vậy cũng không làm được, tôi không biết mình còn có ích gì nữa.",Labeling and Mislabeling,1
Bạn phát hiện ra mình không phải là con ruột của bố mẹ.,"Sống cùng nhau bao nhiêu năm, bây giờ lại nói chúng ta hoàn toàn không có huyết thống gì, điều này khiến cả thế giới của tôi sụp đổ ngay lập tức.",All-or-Nothing Thinking,1
"Bạn luôn sống trong một gia đình có điều kiện kinh tế khá khó khăn, thu nhập của bố mẹ không cao.","Bố mẹ đã cố gắng hết sức rồi, tôi phải cố gắng gấp đôi để kiếm được mức lương tốt hơn để phụ giúp gia đình.",Non-distorted,0
"Bạn cùng phòng của bạn và bạn có lịch sinh hoạt khác nhau rất nhiều, bạn cảm thấy rất khó chịu.","Ngủ muộn như vậy còn cố tình làm phiền người khác, thật đáng chết, tất cả những người thức khuya trên thế giới đều đáng chết.",Fortune-telling,1
"Sắp phải đối mặt với vấn đề thăng chức, công ty từ chối thăng chức cho bạn.","Mọi người sẽ khinh thường tôi phải không, trước đó oai phong như vậy, tôi cảm thấy mọi người đang chế giễu tôi.",Mind Reading,1
"Bạn thấy người khác đi chơi cuối tuần cùng nhau, nhưng không ai rủ bạn đi chơi.","Họ không nói lý lẽ suốt ngày cứ giục giục giục, đầu tôi sắp nổ tung vì họ rồi, phiền phức quá, lo lắng, lo lắng, rời xa tôi đi.",Emotional Reasoning,1
"Bạn quên mang bài tập về nhà, giáo viên phạt bạn đứng cuối lớp nghe giảng.","Tôi không phải là một học sinh giỏi, ngay cả bài tập về nhà của mình cũng quên mang.",Labeling and Mislabeling,1
Người khác nói sắc mặt bạn không tốt như thể người khác nợ tiền bạn.,"Sắc mặt của tôi đúng là rất tệ, ai bảo tôi luôn là người bi quan chứ.",Labeling and Mislabeling,1
"Bạn đã đầu tư một khoản tiền, chi một phần vốn của mình, nhưng đầu tư thất bại.","Lần đầu tiên đầu tư gặp thất bại, sau này tôi phải tìm hiểu rõ tình hình thị trường trước khi hành động.",Non-distorted,0
"Bố mẹ đều sắp sáu mươi tuổi, quanh năm làm nông đều bị bệnh, gần đây thường nói rất mệt mỏi.","Không nuôi được bố mẹ, không cho họ cuộc sống tốt đẹp chính là thất bại của tôi, tôi nên cố gắng hơn nữa. Tôi sẽ không bao giờ có thể đáp ứng kỳ vọng của họ.",Overgeneralization,1
"Bạn có một người bạn đã quen hai năm, gần đây vài tuần không liên lạc với bạn.","Kết bạn với anh ấy thật khó, tôi mỗi lần chỉ có thể tiêu hóa những cảm xúc tiêu cực của cô ấy, cuối cùng cũng được thảnh thơi một thời gian.",Overgeneralization,1
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Tất cả tiền tiết kiệm của tôi đều mất trắng, điều đó có nghĩa là sự ổn định trong cuộc sống của tôi sẽ tan vỡ, những ngày tháng sau này của tôi chỉ có thể trôi qua như một chiếc lá đơn độc trong gió, cuộc đời tôi, tất cả đã mất hết.",All-or-Nothing Thinking,1
"Bạn đang nói chuyện với ai đó, điện thoại của họ reo nhưng họ không nghe máy.","Ưm? Điện thoại reo? Không phải của tôi là được, tiếp tục nói chuyện của chúng ta đi, nhanh chóng nói xong cho rồi.",Non-distorted,0
"Bạn tham gia câu lạc bộ cũng không kết bạn được, không có người quen nào.","Không ngờ tôi lại thực sự gặp phải tình huống này, tôi thực sự quá thất vọng rồi, quả nhiên câu lạc bộ là nơi bè phái.",Overgeneralization,1
Đồng nghiệp hoặc sếp lại giao thêm nhiệm vụ mới cho bạn.,"Tôi thật khó chịu, công việc này hoàn toàn không thể có tiến triển được.",Emotional Reasoning,1
"Bạn tham gia câu lạc bộ cũng không kết bạn được, không có người quen nào.","Sự tham gia của tôi khiến không khí của cả câu lạc bộ trở nên kỳ lạ, nếu không có tôi, mọi người sẽ hòa hợp hơn.",Personalization,1
"Vì căng thẳng, sợ hãi hoặc, bạn nói năng lộn xộn khi giao tiếp với đồng nghiệp, sếp.","Mỗi lần nói chuyện với họ thật đáng sợ, thật căng thẳng, sau này tôi thà không nói chuyện nữa.",Emotional Reasoning,1
"Gần đây bạn muốn xem ảnh tốt nghiệp của mình, nhưng bạn tìm mãi không thấy.","Tôi cảm thấy vô cùng đau buồn, những kỷ niệm quan trọng đã biến mất, tôi bật khóc nức nở trên sàn nhà, cho rằng tuổi trẻ của mình cũng đã biến mất theo, thế giới này sụp đổ.",All-or-Nothing Thinking,1
Gần đây có tình trạng mất ngủ.,"Ai mà chẳng có lúc mất ngủ chứ, thực ra tôi rất giỏi làm việc vào ban đêm, vì đó thực sự là kiểu ngủ tiêu chuẩn của tôi.",Non-distorted,0
"Đồng nghiệp của bạn, cùng năm vào công ty, bạn cảm thấy cô ấy luôn thích lấn át bạn.","Có phải cơ hội công việc lần trước sếp giao cho tôi khiến cô ấy khó chịu không, nên cô ấy mới trả thù tôi như vậy, tôi thật sự không nên chấp nhận thiện ý đó của sếp.",Mind Reading,1
Gần đây bạn cảm thấy chiều cao của mình không lý tưởng lắm.,"Tôi chính là cái loại người mà họ gọi là ẻo lả phải không, không đủ mạnh mẽ và cao lớn, bộ dạng này của tôi hoàn toàn không thể bảo vệ những người xung quanh.",Labeling and Mislabeling,1
"Bạn đối mặt với các hoạt động đa dạng của trường học, đầy hứng thú, nhưng lại lo lắng thất bại.","Nếu tôi thất bại thì mọi người chắc chắn sẽ cười nhạo tôi, tôi vẫn không nên thử thì hơn.",Fortune-telling,1
"Bố mẹ thúc giục bạn kết hôn và sinh con, bạn cảm thấy rất khó chịu.","Một người không có bất kỳ ưu điểm nào như tôi, làm sao có thể có ai đó muốn kết hôn với tôi chứ?",Overgeneralization,1
"Bố mẹ đều sắp sáu mươi tuổi, quanh năm làm nông đều bị bệnh, gần đây thường nói rất mệt mỏi.","Tôi chính là kẻ vô dụng, không thể mang lại cuộc sống thoải mái cho bố mẹ, chỉ biết gây rắc rối cho họ.",Labeling and Mislabeling,1
"Đồng nghiệp của bạn, cùng năm vào công ty, bạn cảm thấy cô ấy luôn thích lấn át bạn.","Cô ấy đã chèn ép tôi như vậy rồi, không ai đứng ra giúp tôi, cả công ty không có một ai tốt bụng, từng người từng người đều ích kỷ, chỉ thích xem người khác gặp chuyện cười.",Overgeneralization,1
"Gần đây sắp đến hạn giao dự án, sau giờ làm đầu óc bạn vẫn không ngừng nghĩ về công việc.",Với tình trạng này thì làm sao tôi có thể hoàn thành công việc một cách xuất sắc được? Dự án của tôi chắc chắn sẽ không thể hoàn thành suôn sẻ.,Fortune-telling,1
"Giữa dòng xe cộ tấp nập, một chiếc xe vượt lên trước chúng tôi.","Tên tài xế đó thật vô ý thức, nói không chừng còn đổ lỗi ngược lại nữa, chắc chắn đang lẩm bẩm chửi tôi lái xe quá chậm, tôi còn chưa chửi anh ta đâu.",Mind Reading,1
"Bạn đã đầu tư một khoản tiền, chi một phần vốn của mình, nhưng đầu tư thất bại.","Tôi đúng là một kẻ ngốc, mọi người xung quanh đều kiếm được tiền mà tôi lại còn thua lỗ.",Labeling and Mislabeling,1
"Gần đây bạn bị gãy xương, lần nào cũng phải nhờ bạn bè đưa xuống lầu, đưa đi học.","Tôi yêu tất cả bạn bè của mình, tại sao họ lại đáng yêu, thú vị và siêu đáng yêu như vậy.",Non-distorted,0
"Bạn đã đầu tư một khoản tiền, chi một phần vốn của mình, nhưng đầu tư thất bại.","Đầu tư khó quá, dù tôi có học cũng vô ích, đã quá muộn rồi.",Overgeneralization,1
"Bạn rất béo, rất mập.","Chắc chắn là vì tôi quá béo nên sẽ không có ai thích tôi, tôi là một con heo mập, không ai sẽ thích tôi.",Fortune-telling,1
"Bạn bị người thân bạo lực lạnh bằng cách cô lập, đẩy bạn đến ngưỡng bùng nổ, bạn mất kiểm soát mà lên cơn co giật.","Tôi thực sự không muốn như vậy, tôi cũng muốn cùng bố mẹ mỗi ngày vui vẻ chia sẻ cuộc sống hàng ngày, chứ không phải là đối mặt nhau mà im lặng.",Non-distorted,0
"Không may, gần đây bạn rất khó chịu, nhưng chưa xác định được bệnh cụ thể.","Đôi khi quá khó chịu tôi sẽ muốn chết quách đi cũng tốt, có thể thoát khỏi bệnh tật, cũng không phải đối mặt với cuộc sống hỗn loạn vì bệnh tật của tôi.",Non-distorted,0
"Bạn trai bạn gọi điện cho bạn, nói rằng anh ấy cần thêm không gian.","Anh ấy chắc chắn không còn yêu tôi nữa, trước đây anh ấy sẽ không nói những lời như vậy, anh ấy không phải là đang ngoại tình đó chứ?",Mind Reading,1
"Không may, gần đây bạn rất khó chịu, nhưng chưa xác định được bệnh cụ thể.","Bị thương khiến tôi đau đớn đến nghẹt thở, không tiện hành động thật quá khó khăn, chỉ mong mau khỏi bệnh.",Emotional Reasoning,1
"Bạn mua một túi cổ vịt, ăn cổ vịt bị mắc nghẹn ở cổ họng.","Hóa ra cái này cũng nguy hiểm, lần sau phải chú ý hơn, đừng lặp lại sai lầm nữa.",Non-distorted,0
"Bạn rất béo, rất mập.","Tôi béo như vậy, đi đâu cũng gặp khó khăn, cuộc đời tôi vì béo phì mà hoàn toàn bị hủy hoại.",Overgeneralization,1
"Bố mẹ có vẻ can thiệp quá nhiều vào cuộc sống của bạn, gần đây bố mẹ thường xuyên hỏi về những việc bạn làm.","Hàng xóm đều nghĩ tôi không đáng tin cậy, ngày nào cũng phiền phức chết đi được!",Mind Reading,1
"Bạn quên mang bài tập về nhà, giáo viên phạt bạn đứng cuối lớp nghe giảng.","Ăn một miếng khôn một lần đi, lần sau nhất định phải nhớ mang bài tập về nhà.",Non-distorted,0
Một thí nghiệm phức tạp đã hoàn thành nhưng dữ liệu không bình thường.,"Tôi đã mất rất nhiều thời gian để làm, cuối cùng vẫn thất bại, tôi thà về nhà nghỉ ngơi còn hơn, không làm nữa.",Emotional Reasoning,1
