Num,场景,思维,标签
5339,工作最近比较忙，你却得了感冒。,我最近这么背时，都是因为我自己活该。,个人化归责
5340,你买了一袋鸭脖，吃鸭脖卡住了喉咙。,好难受啊，还好这把咳了几下就出来了，不像上次差点就近医院了。,非扭曲
5341,领导昨天要的文件，你今天才想起来，准备送过去。,我上辈子犯下了不可饶恕的错误，才会在这辈子遭遇如此事情。,个人化归责
5342,你辛辛苦苦做了家务，父母没有看见,干的活儿他们就当看不到，这麻烦的事次次都有永无止境。,过度泛化
5343,你和室友最近经常发生矛盾。,我不知道怎么解决矛盾，就算我想解决也解决不了,读心术
5344,滚滚车流中，一辆车超到了我们的前面。,烦死了，开个车还能让别人超过去，遇到这么没素质的司机，我今天一天真是糟糕透了,非黑即白
5345,你发现自己的朋友好像都慢慢找到了伴侣，但你还是一个人。,他们都找到了伴侣，我还是一个人，我好孤独难受，孤独与难受或许一直与我相伴。,非扭曲
5346,你是一个同性恋，你感到很压抑，周围没有人理解你。,非常希望我是直的，我的性取向拖累了我的家人，给他们带来了困扰。,个人化归责
5347,你出门没有带伞，但突然天空开始下雨，雨下的很大，你不是很开心。,为什么天空不能不下雨，好让我路考顺利进行。现在我要失败了,算命
5348,领导今天批评了你，说你工作能力不足。,都怪我没好好工作，领导批评我肯定都是我的错,个人化归责
5349,你精心饲养的小狗去世了，你感到非常伤心难过。,我明明承担不起这份责任还要逞强。我的脑子总会想它，想狗狗在房间蹦哒。我好坏,情绪化推理
5350,你住的公寓，突然爆雷，你无家可归了。,肯定是哪个人看我不顺眼故意安排的，就是想让昂我无家可归,算命
5351,你看到别人周末一起出去玩，却没有人叫你出去玩,我喜欢宅在家，不出去玩也挺好。,非扭曲
5352,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,我怎么这么糟糕，我就是令人唾弃的人。,乱贴标签
5353,你检测出了脑肿瘤，很彷徨，感到很害怕。,虽然还有很多梦想未实现，虽然家人还需要我的陪伴，但我必须坚持生活。,非扭曲
5354,你被强行拍了裸照，你很难受，不敢告诉其他人。,我的室友知道了之后一定会觉得我很脏，我男朋友也会嫌弃我的，我不能告诉别人，我好恐慌。,读心术
5355,为了让他成绩提高，给这个孩子辅导了一段时间，考了70分，你依旧对这个成绩不满意,为什么每次对他有点期待他都这么让人失望，果然希望成真这事对我来说就不存在。,过度泛化
5356,你面对校园各种各样的活动，充满了兴趣，却又担心失败,我这么笨，就算我参加了各种活动我的队友肯定也会嫌弃我拖后腿。,读心术
5357,你加入的社团也没交到朋友，熟人都没有,是我太胆小，别人都是自己去交朋友，只有我等着别人来找我，我这么胆小没人来和我交朋友也是正常的,个人化归责
5358,你突然发现自己家中被盗了。,还要报警，还要抓人，还要调监控，还不知道能不能把钱追回来，这么麻烦我真是一点都不想管了。为什么总是发生在我身上，我的生活总是充满这种烦恼。,情绪化推理
5359,工作最近比较忙，你却得了感冒。,不小心感冒了，可能是抵抗力比较弱。,非扭曲
5360,你觉得工作岗位上，同事每天都很努力，给你带来了压力。,天天内卷，卷又卷不过，真希望早点世界末日，要是世界毁灭了就不用上班了,非黑即白
5361,疫情到来，你被感染了很难受。,为什么我会被传染啊，他们肯定是有人故意的，能不能有点素质啊，阳了还跑什么啊，烦死了。,算命
5362,你准备竞选社团主席，你很努力地准备这一切周围人都认为你可以当选，但是最后你不幸落选了。,我太马虎了，我永远都是个没用的人。,乱贴标签
5363,在过去的一两个月里，我每周至少有一次因背痛而醒来,算了，痛就痛吧，我忍忍就过去了，要是去医院看病，儿子女儿肯定觉得我多此一举、乱花钱,读心术
5364,你再婚了，两个继子都不肯喊你“爸爸”，说你根本就不是他们的父亲，不服他管教，,我懦弱无能，毫无魅力，甚至连孩子都看不起我，我不配做他们的父亲，更不该奢求丈夫这个身份。,个人化归责
5365,你努力试图去安慰朋友，但朋友更生气了,他们都是善解人意的朋友，会理解我的。,非扭曲
5366,应聘的时候，HR表示你不符合我们公司的要求。,说我不符合要求，无非是托辞罢了。我看这么多人来面试，也就那一个人过了，看他还和HR眉来眼去的，走后门的吧！现在真是什么人都有，脸都不要了。,读心术
5367,你发现你辛辛苦苦做的PPT，自己没有保存下来。,再做一次，就视为是一次额外的练习，正好修正先前的错误。,非扭曲
5368,从小立下苦誓，长大后要事业有成。家庭美满。长大后，却发现，月入3k也得拼命加班。每个月交房租生活费，存款寥寥无几,我真的一文不值，努力了那么久，竟然一点钱都没攒下来，真是个废物。,乱贴标签
5369,自己忘带了自己的作业，老师罚你去后面听课。,我真是猪脑子，什么事都记不住，啥都做不好，笨死我算了。我一定是全世界最笨的人，没有比我更笨的了。,乱贴标签
5370,你的工作报告一直迟迟未能写完。每天晚上你都想写，不过总觉得难度太大，所以干脆看电视算了。,肝了这么久还是没能写出来，但是好像大部分时间都是在摸鱼，我真是个样子货,乱贴标签
5371,你的父亲去世了，你十分悲伤。,父亲肯定也在怪我没有好好陪陪他，我只顾着上班了,读心术
5372,你检测出了脑肿瘤，很彷徨，感到很害怕。,化疗也太痛苦了，不如就放弃在床上等死吧。,情绪化推理
5373,你本来以为自己可以保研，但最后名单下来并没有你。,我明明可以保研，名单上却没有我，肯定是谁把我的位置顶替掉了,读心术
5374,新冠疫情时候，你作为医护人员需要无偿加班,作为一个打工人却要无偿加班，我的底线被无情地践踏，我感觉我活不活都没什么意义了。,情绪化推理
5375,现在大四了，你本来决定找工作，但是最近又一直在纠结究竟是考研还是工作，感觉迷茫。,我太迟了，其他人都已经规划好了自己的生活，而我还处于迷茫之中，我的人生是彻头彻尾的失败。,非黑即白
5376,室友和你聊天，你不同意她的观点,他还把我当知心好友和我说他的想法，它果然是个自以为是的人。,乱贴标签
5377,作为一名律师，你的官司输掉了。,这次失败了，我在业界的名声肯定会臭了，我将来接不到任何工作，我一定会饿死的。,情绪化推理
5378,你觉得室友好像天天关系很好，但你无法融入。,无论我多么努力成为一个优秀的学生，一个乐于助人的朋友，别人都不会真正喜欢我 ，没有人在乎我的存在。我没有真正的朋友，也从未谈过恋爱。,算命
5379,你辛辛苦苦写的论文，并没有得到同行认可。,何必再做无用功呢，反正我付出的努力总会被人轻易窃取，我无论怎么奋斗，好的结果都无法达成。 ,过度泛化
5380,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,每天都好累，感觉要做的工作有好多，不过确实也在快速成长,非扭曲
5381,你最近怀孕了，感觉很难受。,我这么年轻就怀孕了，感觉人生一片荒芜，一切都夭折了,非黑即白
5382,很不幸，你最近很难受，还没查出来具体疾病。,现在医疗这么发达一定能查出病因治好我的，说不定只是一点小毛病而已。,非扭曲
5383,你感觉自己表达能力很差，容易说错话,我真的太笨了话都说不明白总是会说错话让大家不开心,个人化归责
5384,说好一起出去玩，你却被放了鸽子。,又放我鸽子，得了，下次也不用约了，反正也不会履行诺言的，有啥好约的。,过度泛化
5385,结婚后，你发现妻子很懒，你们互相嫌弃。,这段婚姻真的糟糕透了，我接受不了这样的状态,情绪化推理
5386,你最讨厌的人评上了社团主席,他怎么能评上主席的，气死我了，我一定要当面向那个社团负责人说他不配,情绪化推理
5387,在过去的一两个月里，我每周至少有一次因背痛而醒来,我经常半夜痛醒，我开始有些恐惧了，我是不是病得不轻，快要不行了？,算命
5388,妈妈和我讨论未来计划，妈妈和我提了很多规划，表示了她对现状的担忧，但有些规划我不太认可。,跟她讲讲我的想法，我们一起讨论，比较利弊，做出最好的选择。,非扭曲
5389,你突然发现自己家中被盗了。,我未来的道路一片漆黑，我失去了所有东西，连同我梦想中的光辉未来,算命
5390,最近晚上有失眠的情况发生，,很伤心，我和家人在一起，却想自杀，我对不起你们。,个人化归责
5391,你最近想看自己的毕业照，但你怎么也找不到了。,我的毕业照无法找到，是因为我不懂得整理，随意将东西丢在角落里。,非扭曲
5392,和同学约好去打篮球，到点了他却没有来。,或许是路上遇到什么所以慢了点，还是可以理解的。,非扭曲
5393,很不幸，你最近很难受，还没查出来具体疾病。,你可能没有什么大问题，别把自己吓坏了。,非扭曲
5394,你爱人前段时候意外去世了。,从今往后，我得人生里不会再有阳光照进来了，我想一个折断了翅膀掉进深井的蝴蝶，从此永坠黑暗,过度泛化
5395,你在公司，小张不小心把咖啡溅了你一身。,快擦擦，还好都没被烫到，不然可太危险了，得让他以后多注意点，可别再发生这种事情了。,非扭曲
5396,你是家里最小的孩子，你感到自己被父母忽视了。,我这么争取他们肯定能看见，就是不喜欢我，所以故意忽略我。,读心术
5397,应聘的时候，HR表示你不符合我们公司的要求。,看来我还需要再提升一下自己的能力才行啊，只能继续努力喽,非扭曲
5398,考试成绩下来了，你的学分绩又下降了，导员跟你说可能被开除。,不能再这样下去了，现在还有补救的机会,非扭曲
5399,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,连和家人的关系我都处理不好，我还能干什么，我什么都不是,非黑即白
5400,一个复杂的实验做完了但是数据不正常,真是的，我连一个实验都能做失败，我的学生生涯简直失败透顶。,情绪化推理
5401,这个月，来了很多年轻的同事，他们工作效率很快，工作很好，你感到有些焦躁了。,都给他们干得了，哪还用我做什么，干脆回家歇着去才清净。,情绪化推理
5402,你和室友最近经常发生矛盾。,我相信矛盾只是暂时的，我们一定可以找到方法解决这些矛盾,非扭曲
5403,你并不是一个长得好看的孩子，你感到有些自卑。,和好看的人站在一起使我自惭形秽。,非扭曲
5404,老师交给你的项目，你没有如期推进，被老师批评。,老师总是批评我，就算我努力推进项目，也一定会被老师嫌弃批评,读心术
5405,你和同事一起工作，你感觉自己负担重了，她们负担轻了。,都怪我懦弱不堪，承受了过多的任务却没勇气反驳，我真的活该被人欺负。,情绪化推理
5406,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,前天我看见我同事拿着我的水瓶，是他给我下药了吧。,读心术
5407,说好一起出去玩，你却被放了鸽子。,他放了我鸽子，是因为我没做好准备工作的原因吧,个人化归责
5408,生理期到了，你感觉到痛经。,这生理期简直痛得要死，我还不如死了算了，这样就不疼了。,情绪化推理
5409,走在路上，一只流浪狗冲过来咬了你。,我的主要感觉是虚无而不是悲伤，但我认为我需要感受很多悲伤才能克服困难，但我无法让自己体验这些情绪。,情绪化推理
5410,你努力学习，本来期待着考出好成绩，但你只是勉强及格。,一定是批卷老师针对我，故意多扣我分,读心术
5411,突然你走在外面，发现自己衣服反了。,这有什么好担心的，衣服而已又不明显，肯定没人注意到,非扭曲
5412,你觉得自己肯定是有奖学金的，但很不幸因奖学金落空了。,是我还没有努力到位，毕竟优秀的人那么多,非扭曲
5413,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。, 因为昨夜沉迷电影的波澜情节，我现在得面对睡意全无的代价，内心的责备让我无法安稳。,个人化归责
5414,你一个室友每天晚上打游戏，很影响我学习，我跟她说了之后她还跟我吵架,跟这样的室友生活真烦人，我大学四年生活全被她毁了，一件好事都没有，摆脱不了她我就完蛋了,过度泛化
5415,你的同事，同一年进公司，你感觉她总喜欢压你一头,小丽好胜心比较强，真羡慕她整天充满活力充满激情的去工作呀,非扭曲
5416,领导昨天要的文件，你今天才想起来，准备送过去。,都怪我，我怎么不长脑子呢，全被我搞砸了,个人化归责
5417,你面对校园各种各样的活动，充满了兴趣，却又担心失败,参加了也会失败，那不如我还是不去了，因为我注定一事无成，别人都会笑话我。,算命
5418,你正和某人谈话时，对方的手机响了，但他并没有接起来。,我是不是该离开，让他好接电话，不然怕耽误他的事,非扭曲
5419,朋友约你出去吃饭，但此时实际上你已经有约了。,都怪我，我没能提前处理好时间,个人化归责
5420,早上起床，本来想多睡一会儿，起来发现迟到了。,啊完蛋了，现在起反正也迟到了，而且肯定会被老师骂，还是翘课吧。我肯定是老师心目中最差的学生。,读心术
5421,有人欺负你，说你是一个不重要的人。,他肯定会在我背后散播我的坏话，然后所有人都会疏远我。 ,算命
5422,你管教孩子时，孩子们开始顶嘴，表达自己的意见，甚至公然反对你。,我经过思考好认为孩子说的其实也不无道理，可能是我的想法没有顾及他们的感受，虽然他们的做法不对，但也证明他们长大了，有自己的思考了，我很欣慰。,非扭曲
5423,很不幸，你被确诊为了精神疾病。,我拿着确诊单离开医院，感觉所有人都在盯着我看，并认为路人对我这个神经病感到唾弃。,读心术
5424,很不幸，你最近很难受，还没查出来具体疾病,我真没用，身体这么差隔三差五就要生病。,乱贴标签
5425,领导今天批评了你，说你工作能力不足。,我每天这么努力干活，勤勤恳恳完成领导交付的任务，还是被批评，工作好难啊。,非扭曲
5426,走在路上，一只流浪狗冲过来咬了你。,那只狗肯定是老王故意放在这里为了报复我！他想要和我抢工作位置,读心术
5427,你发现室友好像在和你暗暗较劲。,是不是我最近太用功了，让他产生焦虑了,个人化归责
5428,你很辛苦做的事情，同事直接把功劳接过去了。,我熬了好几个大通宵做出来的事，他直接把我的功劳抢了过去，天底下的同事都是这么恶心的人。,过度泛化
5429,你感觉有的时候老师还没读完，你的同学就知道正确答案了。,每人都有自己的强项和弱项，这是无法在短时间内改变的事实。,非扭曲
5430,做梦嫁给白马王子，最后你只嫁给了你并不喜欢的丈夫。,我跟他根本没有情感可言，我只觉得失望透顶。婚姻根本就是一座坟墓！,非黑即白
5431,最近你感觉有时候站起来就头晕，感觉头重脚轻那种,我的身体在向我发出警告，看来我周末得去医院做一次检查。,非扭曲
5432,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。,睡觉都睡不好我还能做点什么真是废物,乱贴标签
5433,你一直在处理一项工作，今天上午一上午，你都没有什么进展。,领导肯定对我失望透顶，再也不会把重要的任务交给我了。,读心术
5434,疫情来到了，你的蛋糕店破产了,哎呀，这得赔好多钱吧，真是心疼,非扭曲
5435,很内向的人，你刚到了一个新环境，周围的人都比较陌生。,这些人看起来一点也不友善，我还是别想着认识他们了，我自己一个人也行,读心术
5436,别人说你脸色不好仿佛别人欠了你的钱,他这么想是不是说明别人也有这种想法，那岂不是别人也觉得我平时态度很差很讨厌？,过度泛化
5437,周围的人跟别人说了你喜欢隔壁班男生的秘密，还传到了你的耳朵里。,别人知道就知道了，有什么不好意思的。,非扭曲
5438,你和同学在网吧打游戏，老师突然进来把你抓住了。,凭什么老师能找到我，其它同学告诉的吧，他们该死,读心术
5439,去餐馆吃饭，你发现吃出了一只小虫子。,什么破餐馆，迟早倒闭算了,读心术
5440,你爱人前段时候意外去世了。,从前我不信来生，但是，他离开我之后我才理解我原来不屑和嘲讽的期盼来生的人，我无比期盼着那一种可能性，可能在某一天，我忽然回头，会看到一张相似又陌生的脸带着笑跑进人群但我会知道那就是他，来世，是一种慰藉,非扭曲
5441,父母对你感到不满，你没有达到父母的要求。,我父母对我视而不见，因为我并未尽到我所能，我始终无法让他们满意。,个人化归责
5442,你和室友最近经常发生矛盾。,这小子是不是看我学习好，嫉妒我了，就以这种方式来恶心我啊？,读心术
5443,父母最近在吵架，没有太管你。,虽然我父母目前在争吵，但我相信他们能够尽快解决彼此间的问题，我们仍是一家人。,非扭曲
5444,别人说你脸色不好仿佛别人欠了你的钱,我的性格不招人喜欢，我看起来很恶心。很抱歉撒谎，也很抱歉让你看到它。,个人化归责
5445,周围人评价你比较难以相处。,我还没嫌他们难相处呢，真离谱，我还不如和所有人断绝关系，这样就不用相处了。,情绪化推理
5446,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,虽然这样有点烦，但也是一种关心嘛，下次好好跟他们谈谈好啦。,非扭曲
5447,你主动打招呼，新同学也爱理不理地敷衍一下。,我跟不熟悉的人打招呼了一定会被人拒绝，我知道的。,过度泛化
5448,和同学约好去打篮球，到点了他却没有来。,之前看他就总是怼我，现在狐狸尾巴露出来了，就是故意不来让我难受呗。他肯定从来就没把我当朋友。,读心术
5449,你一直以来的状态和家人联系比较少，只发发短信,我们家联系很少，这让我感觉很孤单,情绪化推理
5450,你看到别人周末一起出去玩，却没有人叫你出去玩。,没人叫我出去玩，自己在家里好无聊好孤单,非扭曲
5451,你最近感觉学习有点艰难，论文写得你很头疼，老师因为论文已经找你好几次了,我写不出让老师满意的论文，也不可能找到让父母满意的工作，更不可能找到让我满意的伴侣,算命
5452,今天你发现车子突然无法打着火。,车坏了就不能准时上班，不能准时上班就要被扣工资，被扣工资我这个月就会过得很艰难,情绪化推理
5453,你努力学习，本来期待着考出好成绩，但你只是勉强及格。,我努力了，但世界对我仍然不公，我怎么可能通过考试？,非黑即白
5454,你面对校园各种各样的活动，充满了兴趣，却又担心失败,无人能确保百分之百的成功，然而在投入行动前，我需要做足准备。,非扭曲
5455,马上面临升职问题，公司拒绝给你升职。,有关系户插队了吧，最讨厌这样的人,读心术
5456,工作最近比较忙，你却得了感冒。,我近期的厄运，可能是我过去做了什么事情，冒犯了某些不可冒犯的东西。,个人化归责
5457,朋友约你出去吃饭，但此时实际上你已经有约了。,这是我和他友情的尽头，我这次拒绝他，我和他没有走下去的可能了,算命
5458,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,我又能怎么办呢我也试过控制住自己不看电子屏幕，可我就是个自控力差的人啊,乱贴标签
5459,你长得很肥，都很胖。,我完全不知道怎么减肥了，我肯定会一直胖下去,过度泛化
5460,你本来以为自己可以保研，但最后名单下来并没有你。,都是我平时努力的不够，所以只能可以保研而不是一定保研，我要是足够强也不用担心有这样的事,个人化归责
5461,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,现在工作都不好找，我这样也正常，这段时间先将就着生活，在努努力，会好的。,非扭曲
5462,最近晚上有失眠的情况发生，,我无时无刻不盼着能早点结束这段时间的工作，让我好好睡上一觉,非扭曲
5463,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,爸妈这么做也是为了我好，一会儿等双方冷静下来，好好跟他们道个歉吧。,非扭曲
5464,上级将远超于你的工作量分配给了你，你感觉太累了。,好累啊，为什么会有这么多工作，感觉我要做不完了,非扭曲
5465,你看到妻子日夜专心于孩子，内心感到说不出的寂寞,以后的生活也会这么无趣，不会被关心，这种生活我太厌倦了,过度泛化
5466,考试成绩下来了，你的学分绩又下降了，导员跟你说可能被开除。,无论我怎么努力，好像都无法实现理想的学业成就，也许我应该彻底放弃一切。,过度泛化
5467,别人说你脸色不好仿佛别人欠了你的钱,这人你是不是对我有意见啊，怎么就专门说我啊，肯定背地里也没少说我,读心术
5468,突然你走在外面，发现自己衣服反了。,我再也不想穿西装了，我要是穿西装肯定会穿反，我就不配穿这样的高级货,过度泛化
5469,你感觉自己表达能力很差，容易说错话,我我筑起了墙又拆掉了它们，但是它们又在我周围堆积起来，我失去了视野，几乎无法呼吸。,情绪化推理
5470,你本来以为自己可以保研，但最后名单下来并没有你。,我陷入了绝望，保研名单上没有我的名字，怎么会这样？,非黑即白
5471,你一直生活在一个经济状况比较差的家庭，父母收入并不高。,爸妈这么穷肯定是因为他们愚蠢还懒惰，我讨厌这样的父母,乱贴标签
5472,疫情并没有很快过去，变成了一种常态。,我真是个废物，其他人都能在这种情况下正常工作生活，就我还接受不了。,乱贴标签
5473,学校突然停电，烧坏了你的电器,学校连个电力系统都弄不好，要它有什么用？一点存在的价值都没有！,情绪化推理
5474,最近你去参加赌博，输掉了自己所有的钱。,这就是我做违法事情的下场，明知道还要去做，这种代价已经算很轻的了,非扭曲
5475,驾校已经挂了很多次了，学车失败了。,连个驾照都考不下来，我的人生真失败,非黑即白
5476,你想办一场盛大的结婚典礼，但是发现自己没有钱支付不起彩礼钱。,婚姻是我们人生中的大事，但我却没法办好这件事，我的人生还有什么意义？,非黑即白
5477,早上起床，本来想多睡一会儿，起来发现迟到了。,赶紧起来去上课吧，现在起来还能赶上后半节课呢，至少没有全部旷掉。,非扭曲
5478,别人说你脸色不好仿佛别人欠了你的钱,他可能会和别人说我的坏话吧，别人以后都会对我敬而远之了,算命
5479,随着孩子年岁的增长，你和配偶常常闹矛盾。仔细研究，你们吵闹的原因跟孩子的教养有关。,真的，为人父母一辈子，要是教育不好，自己的孩子，脸都没有地方搁,情绪化推理
5480,你长得很肥，都很胖。,我就是因为生病打激素药才越来越胖的，以后就算是生病需要打扎，我也不会再打了，太可怕了，我不想再胖下去了。,算命
5481,早上起床，本来想多睡一会儿，起来发现迟到了。,就算去上课也不一定学得会，就安心在宿舍睡觉吧,情绪化推理
5482,在过去的一两个月里，我每周至少有一次因背痛而醒来,我会背痛都怪自己没有日常锻炼身体，都是我过于懒惰，如果我勤快一点也就不会生病了。,个人化归责
5483,你之前在的公司效益不好倒闭了，所以你已经半年没有工作了,我要是一直都找不到工作该怎么办，我不想成为爸妈的累赘,过度泛化
5484,应聘的时候，HR表示你不符合我们公司的要求。,我看这HR是来给自己选妃的吧！呵呵，真当我看不出来HR和那几个入选的暗送秋波啊？选的都是长得好看的，怎么，这公司是缺花瓶吗？,读心术
5485,女儿最近晚上出去，夜不归宿，也没有和你打电话。, 我连女儿都教育不好，我做什么事情都不会成功的。,算命
5486,最近你感觉到自己身高并不是很理想。,我就是个矮冬瓜，一个丑八怪，又矮又丑，没眼看,乱贴标签
5487,本来以为自己能够假期努力学习，假期在家摆烂,我的生活总是这样循环往复的，立志，摆烂，自责，这些就是我生活的常态了,情绪化推理
5488,最近有一个很帅的男生，你希望和他表白，但是他和你差距比较大。,尽管失败是可能的，但我还是要去尝试。,非扭曲
5489,现在大四了，你本来决定找工作，但是最近又一直在纠结究竟是考研还是工作，感觉迷茫。,无论是考研还是工作，都不能后悔自己的选择，并且在自己选择的路上坚定的走下去。,非扭曲
5490,很内向的人，你刚到了一个新环境，周围的人都比较陌生。,没有人会想来主动认识我的，我也不会去主动认识别人的,过度泛化
5491,在过去的一两个月里，我每周至少有一次因背痛而醒来,诶哟，这背痛真是要人命，这么劳苦，还赚的少！我的天，真是烦死人了！这种日子我过什么过啊？一辈子都熬不出头！一头撞死算了,情绪化推理
5492,你主动打招呼，新同学也爱理不理地敷衍一下。,这也太尴尬了吧，我得赶紧逃离现场,非扭曲
5493,点的外卖被偷了。,偷外卖的人都偷了这么多次了还没有抓到，这次还偏偏偷的我的，气死我了，一定是保卫处的人都没干什么实事,读心术
5494,做梦嫁给白马王子，最后你只嫁给了你并不喜欢的丈夫。,即使嫁给了不喜欢的人，这生活还得继续过下去，走一步看一步吧，哎。,非扭曲
5495,你觉得很难集中注意力，学习效率也很低，整天脑袋空空的,这点困难都克服不了的我，真是成不了大事,非黑即白
5496,走在路上，一只流浪狗冲过来咬了你。,或许这只是父母无意识的行为，但他们一定是故意要让我痛苦，不然为什么一直这样对我呢？,读心术
5497,你一直生活在一个经济状况比较差的家庭，父母收入并不高。,我觉得父母并不爱我，朋友都有的东西他们却不愿意买给我，如果他们爱我才不会在乎钱。,算命
5498,做梦嫁给白马王子，最后你只嫁给了你并不喜欢的丈夫。,我丈夫肯定也不喜欢我，和我在一起也是凑合而已,读心术
5499,你正在减肥中，但是你自己偷偷吃掉了一块饼干，你十分懊悔。,都是因为我这个人意志力太差，所以才会这么胖,个人化归责
5500,从小立下苦誓，长大后要事业有成。家庭美满。长大后，却发现，月入3k也得拼命加班。每个月交房租生活费，存款寥寥无几,都是这个残酷的社会，竞争压力那么大，让我过得如此狼狈不堪。,个人化归责
5501,你游泳抽筋了，有些难过。,游泳都学不会，我还能会什么呢？打不好羽毛球、学不会滑冰，我对运动简直一窍不通,过度泛化
5502,点的外卖被偷了。,马上去调监控，看看是哪个空手套白狼的，阁下社死一次换我饿一次肚子还是挺值得,非扭曲
5503,你正在考研，压力很大，你很担心。,我这种又笨、心态又不行的弱者，根本就比不过那些好学生，准备了也是去当炮灰的,乱贴标签
5504,最近你骨折了，每次都要你的朋友陪你去楼下，送你上课。,我总觉得自己困扰他，不知道他是否因此而厌烦我。,读心术
5505,和同学约好去打篮球，到点了他却没有来。,他是不是有什么急事来不及告诉我，我打个电话问问,非扭曲
5506,很内向的人，你刚到了一个新环境，周围的人都比较陌生。,我常觉得自己笨嘴拙舌，人们因此而远离我。,个人化归责
5507,周围的人跟别人说了你喜欢隔壁班男生的秘密，还传到了你的耳朵里。,我只把事情告诉了我最亲近的朋友，然而我感觉他们背叛了我，世界上只有背叛，我不能相信任何人。,非黑即白
5508,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,从吵架到现在我只感觉到我的冷漠，我这样的人不配拥有朋友吧,个人化归责
5509,领导昨天要的文件，你今天才想起来，准备送过去。,完蛋了，我怎么这么健忘，我真没用，看来我根本没法胜任这个工作。,乱贴标签
5510,走在路上，一只流浪狗冲过来咬了你。,这条狗为什么只咬我不咬其他人，肯定是因为我身上有什么好吃的东西的味道，把他给吸引过来了！,个人化归责
5511,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,我认为事已至此，我做什么都无法挽回我的眼睛，我彻底放弃了治疗。,过度泛化
5512,眼睛有干眼症症状，医生让你不要接触电子屏幕，你十分懊恼。,眼睛是做设计最重要的器官，我的眼睛坏了，肯定做设计会受影响，我这辈子都混不上高级设计师了，再也不会成功了。,非黑即白
5513,你发现自己的朋友好像都慢慢找到了伴侣，但你还是一个人。,男生都喜欢温柔大方漂亮的女孩子。,非扭曲
5514,你努力学习，本来期待着考出好成绩，但你只是勉强及格。,这次成绩不佳确实是我自己的问题，我没有仔细查看复习范围,非扭曲
5515,你检测出了脑肿瘤，很彷徨，感到很害怕。,难受，治疗的费用有点难以负担,非扭曲
5516,你一直以来的状态和家人联系比较少，只发发短信,与家人的联系很少，我猜他们已经忘记我了，我心里好难过，还是决定不主动联系他们。,读心术
5517,你发现你辛辛苦苦做的PPT，自己没有保存下来。,我真马虎，都怪我没有及时保存，我怎么连这种小事都做不好，现在这样都是我自作自受,个人化归责
5518,你想办一场盛大的结婚典礼，但是发现自己没有钱支付不起彩礼钱。,我现在真的一点钱都没有，也许我永远也没有足够的钱给妻子彩礼了。,过度泛化
5519,你一直以来的状态和家人联系比较少，只发发短信,我的家里人都不愿意主动和我联系，他们是不喜欢我了。,算命
5520,你和父母大吵了一架，事后父母很伤心，你感觉很愧疚。,我竟然让他们如此伤心，我真的太难受了，我不如离家出走，离得越远越好，不打扰他们。,情绪化推理
5521,你走在路上，卡车过来溅了你一身水。,我这么努力为什么还会遇到这样的事，这个世界真不公平,个人化归责
5522,结婚后，你发现妻子很懒，你们互相嫌弃。,他肯定烦透我了，这是想跟我离婚了吧,读心术
5523,你正在考研，压力很大，你很担心。,我很焦虑，头很晕，感觉我什么都不会，生活太痛苦了，明天永远不会到来。,情绪化推理
5524,父母有些过度干涉你的生活了，你最近做的事情，父母经常过问。,我活在压抑和强权之下，我什么都不想干了，不然面对我的只有漫天的质问,过度泛化
5525,周围的人跟别人说了你喜欢隔壁班男生的秘密，还传到了你的耳朵里。,我就会一直被朋友背叛的，我不应该相信任何人,过度泛化
5526,从小立下苦誓，长大后要事业有成。家庭美满。长大后，却发现，月入3k也得拼命加班。每个月交房租生活费，存款寥寥无几,没钱这个问题会一直困扰我，我就会这样没出息的过一辈子，上班令我讨厌,过度泛化
5527,老板决定降低你们所有员工的薪水，你感到很难过。,我还和朋友约好一起去看一场演唱会，现在没有钱买了只能放他鸽子，朋友一定会觉得我没有诚信还爱说大话。,读心术
5528,减肥成效不高，然后反复,我每次都说要减肥却从来没瘦下来，在别人的眼里我一定很可笑,读心术
5529,突然凌晨三点起床，你还是感觉很困，明天工作可能受影响。,我的睡眠障碍什么时候才能好啊，我只感觉到无尽的折磨,情绪化推理
5530,你和最要好的朋友发生了争执，你们互不相让，表示要绝交。,今天吵得这么凶，怎么就回不去了，当年我们那么要好。现在我们的友谊肯定就这样毁了，再也回不到从前了。,过度泛化
5531,连续两周没接到消息或电话。,我是这个世界的一枚弃子，我已经被生活抛弃了,乱贴标签
5532,你长得很肥，都很胖。,我这么胖，每次从床上起来都好累，好郁闷，不如躺在床上睡大觉。,情绪化推理
5533,最近刚升了职，但害怕自己的能力不能胜任,如果我在此岗位上犯错，我就会被同事和上司嫌弃,算命
