Original Text,Label,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All-or-Nothing Thinking,text_length
"Tôi không hề lương thiện chút nào, tôi độc ác đến tột cùng, tôi mong những người bình thường giả danh trầm cảm chết hết đi, những người cho rằng trầm cảm là làm màu, than vãn thì hãy trải nghiệm xem trầm cảm đau khổ đến mức nào, những người tùy tiện định nghĩa rằng trầm cảm là phải khóc lóc buồn bã cả ngày, không nói với ai mà chỉ tự mình chịu đựng thì đều bị người khác gán nhãn, định kiến.",1,0,0,0,0,0,0,0,1,0,0,85
"Người yêu tặng mình món quà đắt tiền, chắc là đang bù đắp cho điều gì đó.",1,0,0,0,0,0,1,0,0,0,0,17
"Tết đến, trong bữa cơm tất niên, những người cùng thế hệ với tôi đều có tài năng biểu diễn, tôi chỉ có thể cắm cúi ăn cơm. Tôi chỉ muốn về nhà nói với bố mẹ rằng tôi xin lỗi, vì tôi là một kẻ thất bại, mặc dù tôi không làm gì cả, cũng không yêu cầu bất cứ điều gì, nhưng tôi vẫn cảm thấy mình đã phụ lòng họ. Tôi chỉ muốn mọi người hãy mặc kệ tôi.",1,0,0,0,1,0,0,0,0,0,0,82
"Đã kết hôn rồi, người yêu cũ của chồng không gây đe dọa gì cho tôi, nhưng tôi lại luôn muốn tìm hiểu cuộc sống của cô ấy, hy vọng mình mọi thứ đều tốt hơn cô ấy. Làm thế nào để loại bỏ ham muốn tìm hiểu này?",1,0,0,0,1,0,0,0,0,0,0,49
"Trong thời kỳ dịch bệnh Covid-19, tôi là nhân viên y tế phải tăng ca không lương. Sao mạng sống của bệnh nhân là mạng sống, còn mạng sống của chúng ta thì không phải? Lãnh đạo cấp trên ai cũng lạnh lùng vô cảm.",1,0,0,0,0,0,0,0,1,0,0,45
"Sau khi chia tay bạn trai tôi rất buồn, nhưng khi tôi đến trường thì phát hiện anh ấy đã ""cắm sừng"" tôi hơn một tháng rồi, chúng tôi học cùng lớp, bây giờ tôi mất ngủ rất buồn, làm thế nào để vượt qua?",0,0,0,0,0,0,0,0,0,0,0,45
"Người xung quanh nói với người khác bí mật tôi thích một chàng trai ở lớp bên cạnh, và tin đồn đó cũng đến tai tôi. Mọi người sẽ nghĩ tôi là một con vịt con xấu xí không biết nhìn nhận bản thân, mọi người sẽ đến chế nhạo tôi!",1,0,1,0,0,0,0,0,0,0,0,51
"Gần đây công việc rất bận rộn, cấp trên gây áp lực rất lớn cho tôi, nhưng các đồng nghiệp xung quanh dường như không có gì bất thường. Lãnh đạo chắc chắn muốn tôi chết, giao cho tôi nhiều việc như vậy.",1,0,0,0,0,0,0,1,0,0,0,43
"Buổi học hôm nay rất thú vị, nhưng tôi cứ lo lắng về bài kiểm tra sắp tới.",1,0,0,0,0,1,0,0,0,0,0,18
"Không có chuyện gì xảy ra, phần lớn thời gian đều ngủ, phiền phức quá. Không làm gì cả, không tắm, phòng rất bẩn, cứ thế không làm.",1,0,0,0,0,0,0,0,0,0,1,28
"Tôi được chọn vào đội tuyển, chắc là do thiếu người chứ không phải tôi có tài năng gì.",1,0,0,0,0,0,1,0,0,0,0,19
"Tài liệu ôn tập của tôi hoàn toàn không khớp với đề thi. Mình sẽ tiếp tục cố gắng luyện tập, chỉ cần luyện tập thêm một chút nữa là được.",0,0,0,0,0,0,0,0,0,0,0,31
"Bạn gái tôi chưa được chẩn đoán. Tuy nhiên, cô ấy biểu hiện mọi triệu chứng của chứng rối loạn nhân cách hoang tưởng.",0,0,0,0,0,0,0,0,0,0,0,24
"Anh ấy bây giờ ngoài việc đi chơi ra, không có hứng thú với bất cứ điều gì khác. Tất nhiên công việc các mặt anh ấy đều hoàn thành khá tốt, chỉ là cảm thấy vô vị, nhàm chán. Đây là chuyện gì vậy? Làm thế nào để anh ấy cảm thấy cuộc sống có ý nghĩa hơn?",0,0,0,0,0,0,0,0,0,0,0,59
Cảm thấy mình bây giờ thực sự rất tệ,1,0,0,0,0,0,0,0,1,0,0,9
"Chóng mặt, mất mát, dễ buồn ngủ, những người xung quanh đã rời đi (không phải qua đời)",1,1,0,0,0,0,0,0,0,0,0,18
"Biết khuyết điểm của mình, nhưng sửa thế nào cũng bỏ dở, không kiên trì được, không muốn vì những chuyện vụn vặt mà trở thành một người đàn bà hay than vãn.",0,0,0,0,0,0,0,0,0,0,0,33
"Đáng lẽ tôi phải hoàn thành khóa học đó, giờ thì hối tiếc rồi.",1,0,0,1,0,0,0,0,0,0,0,14
"Người ít suy nghĩ làm nhiều cùng lắm là mệt mỏi về thể chất, ngủ một giấc là không sao, người nghĩ nhiều thì đêm nào cũng mất ngủ, càng nghĩ càng hưng phấn, tại sao không thể nghĩ bao nhiêu việc làm bấy nhiêu?",0,0,0,0,0,0,0,0,0,0,0,45
"Tôi là một người rất tồi tệ, mỗi khi quen một người cuối cùng họ đều rời bỏ tôi mà đi.",1,0,1,0,0,0,0,0,1,0,0,21
"Tôi phát hiện ra những người bạn của mình dường như đều đã tìm được bạn đời, nhưng tôi vẫn một mình và tôi ghét những người bạn đời của bạn bè tôi, chính họ đã cướp bạn bè tôi khỏi tôi.",1,1,0,0,0,0,0,0,0,0,0,42
"Gia đình giới thiệu đối tượng mà tôi không có gì để nói với chàng trai đó, cũng không biết trả lời tin nhắn như thế nào.",0,0,0,0,0,0,0,0,0,0,0,27
"Tôi sao mà làm gì cũng không đúng vậy? Tôi là một đứa trẻ như vậy, không biết giao tiếp với người khác, mãi mãi lạc lõng, ít bạn bè, người nhà đều nghĩ tôi là quái vật. Tôi không hiểu tại sao mình luôn đứng ở mặt đối lập của thế giới. Đúng là câu nói đó, sinh ra đã là một sai lầm",1,0,0,0,0,0,0,0,1,0,0,65
"Đối xử với mấy người thân thiết nhất luôn dễ nổi nóng, không có chút lòng bao dung nào, đây là bệnh gì vậy?",1,0,0,0,0,0,0,0,1,0,0,24
"Cứ mỗi lần nghĩ đến chuyện bạn gái tôi và người yêu cũ của cô ấy đã làm, trong lòng tôi lại rất khó chịu.",1,0,0,0,0,1,0,0,0,0,0,25
"Tôi muốn nói với bác sĩ nhưng tôi rất sợ, tôi rất sợ trở lại con người tôi đã từng và tôi sợ con người tôi hiện tại.",1,1,0,0,0,0,0,1,0,0,0,28
"Tôi phải luôn biết lắng nghe, tôi không được phép nói quá nhiều.",1,0,0,1,0,0,0,0,0,0,0,13
"Là một người rất hướng nội, tôi vừa đến một môi trường mới, những người xung quanh đều khá xa lạ. Quả nhiên là vấn đề của bản thân tôi, nên tôi mới không thể hòa nhập vào tập thể mới.",1,0,0,0,1,0,0,0,0,0,0,41
"Tôi nỗ lực ứng cử chủ tịch hội sinh viên, nhưng không trúng cử. Cô ấy chắc chắn có chị em hay gì đó. Đó thực sự là một trận chiến đầy kinh nghiệm. Động tác đó rất mượt mà, một mạch. Cô ấy biết cách đối phó với các cô gái.",0,0,0,0,0,0,0,0,0,0,0,52
"Đồng nghiệp khen tôi có khả năng làm việc nhóm tốt, nhưng tôi nghĩ đó là do tôi biết nhường nhịn thôi.",1,0,0,0,0,0,1,0,0,0,0,22
"Tôi được khen vì giải quyết vấn đề nhanh chóng, nhưng tôi nghĩ đó chỉ là kinh nghiệm thôi chứ không phải thông minh.",1,0,0,0,0,0,1,0,0,0,0,24
"Cuộc sống thật sự là một quá trình dần dần bị đục đẽo, tôi không thể thích nghi rồi cuối cùng sẽ bị đào thải thôi.",1,0,0,0,0,0,0,1,0,0,0,26
"Một tuần tôi chỉ có 200 nhân dân tệ chi phí sinh hoạt, các bạn cùng lớp đều ăn đủ loại đồ ăn vặt, nhưng tôi thì không, tất cả các bậc cha mẹ đều như vậy, sự bảo thủ và keo kiệt của họ về tiền bạc khiến tôi vô cùng thất vọng, họ chính là những người như vậy.",1,0,1,0,0,0,0,0,0,0,0,61
"Vì không có gì tôi làm là đủ tốt, chúng tôi đã cùng nhau quyết định rằng tôi nên tìm một người cố vấn mới.",1,0,0,0,1,0,0,0,0,0,0,25
"Bố mẹ tôi có vẻ quá can thiệp vào cuộc sống của tôi, gần đây bố mẹ thường xuyên hỏi han về những việc tôi làm. Đừng hỏi tôi nữa, đừng quản tôi nữa, thà không có đứa con như tôi còn hơn, như vậy họ cũng không phải lo lắng, tôi cũng vui vẻ tự do. Họ thực sự sẽ không hề đau lòng khi mất đi tôi.",1,0,0,0,0,0,0,0,0,0,1,69
Tôi không được phép thể hiện sự ghen tị.,1,0,0,1,0,0,0,0,0,0,0,9
"Tôi đột nhiên phát hiện nhà mình bị trộm. Tôi bị trộm chắc chắn là vì tôi tích đức chưa đủ, tất cả là lỗi của tôi.",1,0,0,0,1,0,0,0,0,0,0,27
"Thích ở một mình, không biết cách nói chuyện với người khác, nhưng không chủ động tìm chủ đề để nói chuyện lại thấy ngại, vì mình không biết nói chuyện nên cảm thấy người khác không thích ở bên mình",0,0,0,0,0,0,0,0,0,0,0,41
"Bố mẹ già và tôi xảy ra xung đột về quan điểm nuôi dạy con cái. Tôi nghĩ mỗi lần tôi và họ có một chút không hợp nhau, đứa trẻ lại là một rắc rối.",1,0,0,0,0,0,0,0,1,0,0,36
"Câu lạc bộ tôi tham gia cũng không kết bạn được, không có người quen. Làm sao đây, tôi lo lắng rằng trong các hoạt động, tôi có thể bị cô lập và không ai giúp đỡ.",0,0,0,0,0,0,0,0,0,0,0,37
"Tôi quên mang bài tập về nhà, giáo viên phạt tôi đứng nghe giảng ở phía sau, tôi đúng là đồ óc heo, chuyện gì cũng không nhớ được, làm gì cũng không xong, ngu chết tôi đi. Tôi nhất định là người ngu nhất thế giới, không ai ngu hơn tôi.",1,0,0,0,0,0,0,0,1,0,0,52
"Khi còn nhỏ, tôi bị một người xâm hại và tôi vẫn còn bị ám ảnh bởi điều đó. Tôi cảm thấy một sự thay đổi lớn trong cuộc sống của mình sắp đến, vì lần trước cảm giác cũng như vậy.",1,0,0,0,0,0,0,1,0,0,0,42
"Rất tiếc, tôi gần đây cảm thấy không khỏe nhưng vẫn chưa tìm ra được bệnh cụ thể. Nếu có thời gian, tôi sẽ sắp xếp đi bệnh viện kiểm tra, chẩn đoán sớm nhất có thể.",0,0,0,0,0,0,0,0,0,0,0,37
"Tôi có kết quả học tập kém, mặc dù tôi đã học rất chăm chỉ nhưng kết quả vẫn không như mong đợi. Tôi thật ngốc, cả đời này tôi không thể nào đạt được điểm cao.",1,0,1,0,0,0,0,0,0,0,0,37
"Cảm thấy mình quá yếu đuối, quá ủy mị.",1,0,0,0,0,0,0,0,1,0,0,9
"Mỗi lần ra ngoài đều phải đắn đo nửa ngày, cảm giác như vừa ra ngoài cả thế giới đều đang nhìn tôi xấu hổ, nhìn chằm chằm vào khuyết điểm của tôi",1,0,0,0,0,0,0,1,0,0,0,33
"Do khiếm khuyết cơ thể, dẫn đến tự ti, không biết phải làm sao, sợ bị người khác chạm vào nỗi đau.",1,0,1,0,0,0,0,0,0,0,0,22
"Tôi rất sợ bất cứ điều gì gây áp lực, chơi trò chơi giải tỏa căng thẳng mà thấy một con quạ kêu tôi cũng cảm thấy rất áp lực là tại sao, tôi nên vượt qua như thế nào",1,0,0,0,0,0,0,0,0,1,0,40
"Tôi không có gì luyến tiếc, tôi chẳng làm được gì cả, ngoại hình bình thường, tính cách không tốt, cũng không biết cách xử lý các mối quan hệ xã hội, tương lai mù mịt. Học kỳ trước trầm cảm đến mức sút mấy cân, bạn cùng phòng nói sau lưng tôi hơi tự kỷ. Tôi rất cố gắng điều chỉnh tâm lý, mỗi ngày đều cười rất vui vẻ, tôi khiến mình trông không tự kỷ, mỗi ngày đều rất mệt mỏi, lại bất lực.",1,0,0,0,0,1,0,0,0,0,0,87
"Từ nhỏ đến lớn tôi không có bạn bè, luôn sống một mình, tôi có bất thường không?",1,0,0,0,0,0,0,0,0,0,1,18
Bạn bè tôi không nói chuyện với tôi. Chắc là lỗi của tôi,1,0,0,0,1,0,0,0,0,0,0,13
"Người xung quanh đã kể bí mật tôi thích một bạn nam lớp bên cạnh cho người khác, và chuyện đó cũng đến tai tôi. Tôi chắc chắn đã gây rắc rối cho cậu ấy rồi, cậu ấy chắc chắn bị người khác chế giễu, tôi chỉ thấy quá đáng, tôi đã làm tổn thương rất nhiều người, tôi là một gánh nặng.",1,0,0,0,1,0,0,0,0,0,0,63
"Trầm cảm nặng 3 năm, cảm xúc không kiểm soát được... tự làm hại bản thân, sẽ tự hành hạ, cũng sẽ làm hại người xung quanh, gia đình đơn thân, mẹ mất rồi, bố là bố nuôi.",1,0,0,0,0,0,0,0,1,0,0,38
"Khi phỏng vấn, HR nói tôi không phù hợp với yêu cầu của công ty. Tôi nghĩ ừm, tôi đã dự đoán trước rồi, sản phẩm chính của công ty này quả thật hơi lệch với định hướng phát triển cá nhân của tôi, công ty tiếp theo sẽ tốt hơn! Cố lên!",0,0,0,0,0,0,0,0,0,0,0,53
"Bạn trai tôi gần đây cứ lúc lạnh lúc nóng với tôi, tôi không muốn tiếp tục nữa. Rốt cuộc nên chọn chồng như thế nào?",0,0,0,0,0,0,0,0,0,0,0,26
"Tôi và bố mẹ cãi nhau một trận lớn, sau đó bố mẹ rất buồn, tôi cảm thấy rất hối hận và tôi nghĩ đối với bản thân, tôi cảm thấy rất tự trách về sự thất vọng của bố mẹ, vì tôi còn không làm được những việc cơ bản nhất.",1,0,0,0,1,0,0,0,0,0,0,52
"Tôi muốn tổ chức một lễ cưới hoành tráng, nhưng phát hiện mình không có tiền để trả tiền sính lễ. Nếu bạn cảm thấy mình là nỗi thất vọng của mọi người, thì bạn giống như tôi.",1,0,1,0,0,0,0,0,0,0,0,38
Nghĩ kỹ lại;; bản thân vẫn rất tệ;; chỉ là thuốc chống trầm cảm khiến bạn hưng phấn bề ngoài một chút thôi.,1,0,0,0,0,0,1,0,1,0,0,23
"Tôi được mời tham gia một buổi phỏng vấn quan trọng, nhưng tôi nghĩ chắc là họ thiếu ứng viên.",1,0,0,0,0,0,1,0,0,0,0,20
"Người khác nói tôi trông không tốt, như thể người khác nợ tiền của tôi. Trước đây tôi đã đắc tội với anh ta. Nhưng bây giờ tôi sẽ không bao giờ như vậy nữa.",0,0,0,0,0,0,0,0,0,0,0,35
Ước mơ cả đời này không bao giờ có thể thực hiện được nữa. Tôi đã thất bại. Tôi là một kẻ thất bại hoàn toàn. Một người như tôi nên xuống địa ngục mười tám tầng;;,1,0,0,0,0,0,0,1,1,0,0,37
"Tôi chỉ biết khóc, thật vô dụng",1,0,0,0,0,0,0,0,1,0,0,7
"Trong một hoặc hai tháng qua, ít nhất mỗi tuần một lần tôi thức dậy vì đau lưng. Công việc chỉ lãng phí phần lớn thời gian trong tuần của bạn, nói những lời vô nghĩa vì tiền, bạn sẽ dùng số tiền đó để tiếp tục vòng tuần hoàn cuộc sống ngu ngốc.",1,1,0,0,0,0,0,0,0,0,0,54
"Sáng thức dậy, định ngủ thêm một lát, dậy thì phát hiện đã muộn. Xem ra giấc ngủ bù vẫn là có chất lượng nhất, cuối tuần nhất định phải ngủ bù thật tốt.",0,0,0,0,0,0,0,0,0,0,0,34
"Trước đây rất yêu người yêu cũ, tính chiếm hữu quá mạnh. Nhưng anh ấy thuộc tuýp người có nhiều bạn bè khác giới. Sau đó thì vì những chuyện này mà chia tay. Anh ấy đã yêu. Tôi cũng đã yêu. Chỉ là sau này mọi thứ đều thay đổi",0,0,0,0,0,0,0,0,0,0,0,51
Sự gây khó dễ của người mạnh và sự gây khó dễ của người yếu khác nhau như thế nào? Tại sao người yếu lại khó đối phó hơn?,0,0,0,0,0,0,0,0,0,0,0,29
"Khi tôi làm tốt một việc gì đó, tôi nghĩ đó chỉ là vì tôi may mắn hơn người khác.",1,0,0,0,0,0,1,0,0,0,0,20
"Hôm nay sếp nói sẽ giảm lương của tôi, lương của tôi giảm khá nhiều. Cố gắng lên, đây không phải là điều tôi có thể quyết định được, chấp nhận số phận đi.",1,1,0,0,0,0,0,0,0,0,0,34
"Tôi đã làm ở công ty hiện tại được nửa năm, nhưng tôi muốn đổi việc, cũng đã nộp hồ sơ, có công ty gọi tôi phỏng vấn, nếu họ hỏi tôi tại sao muốn đổi việc, tôi nên trả lời thế nào?",0,0,0,0,0,0,0,0,0,0,0,43
"Tôi đã vượt qua thử thách này, nhưng tôi cứ bận tâm về những gì mình đã mất.",1,0,0,0,0,1,0,0,0,0,0,18
Vấn đề tâm lý của tôi đã thối rữa đến mức không thể cứu vãn được từ khi còn rất nhỏ.,1,0,0,0,0,0,0,1,0,0,0,21
tắt tâm trí của tôi.,0,0,0,0,0,0,0,0,0,0,0,5
"Tôi gần đây mang thai, cảm thấy rất khó chịu. Mang thai sẽ mang lại một số khó chịu, nhưng đây là điều bình thường, chỉ cần chịu đựng một chút là sẽ ổn thôi. Chúng ta đều đã vượt qua như vậy, phải không?",0,0,0,0,0,0,0,0,0,0,0,45
"Đồ ăn tôi đặt về bị trộm. Hừm, chắc chắn là tên xx đã trộm đồ ăn của tôi, tôi thấy hắn ta bình thường cũng hay nhắm vào tôi, lần này chắc chắn cũng là việc tốt của hắn ta làm.",1,0,0,0,0,0,0,1,0,0,0,42
"Tôi rất vất vả làm việc, đồng nghiệp trực tiếp cướp công. Tất cả là lỗi của tôi, tôi nên trực tiếp đưa thành quả cho anh ta.",0,0,0,0,0,0,0,0,0,0,0,28
"Kể từ khi bố mẹ ly hôn một năm trước, tôi liên tục bị mất ngủ. Dùng thuốc ngủ gần nửa năm rồi, tôi rất lo lắng mình có bị nghiện không.",1,0,1,0,0,0,0,0,0,0,0,32
"Nữ 25 tuổi, làm thế nào để đối phó một cách khéo léo với lời nói 'vì tốt cho bạn' của người khác?",0,0,0,0,0,0,0,0,0,0,0,23
"Khi còn nhỏ, tôi bị một người xâm hại, tôi vẫn luôn bận tâm về điều đó. Tôi sẽ kiên cường đối mặt với chuyện này, cố gắng vượt qua bóng tối!",0,0,0,0,0,0,0,0,0,0,0,32
"Tôi đã giúp đồng nghiệp giải quyết vấn đề, nhưng tôi nghĩ họ chỉ không muốn tự mình làm.",1,0,0,0,0,0,1,0,0,0,0,19
"Dự án giáo viên giao cho tôi, tôi không hoàn thành đúng hạn, bị giáo viên phê bình. Mặc dù công việc này là nhiệm vụ nhóm, nhưng tất cả là do tôi lãnh đạo kém, nên mới bị phê bình.",1,0,0,0,1,0,0,0,0,0,0,41
Xấu hổ và bối rối.,0,0,0,0,0,0,0,0,0,0,0,5
Tôi là đồ bỏ đi,1,0,0,0,0,0,0,0,1,0,0,5
"Ngày mai phải làm việc ở vị trí mới rồi, sợ làm không tốt ở vị trí mới bị người khác mắng, tôi là một người đặc biệt sợ bị người khác mắng! Làm thế nào để tránh tâm trạng xuống dốc.",0,0,0,0,0,0,0,0,0,0,0,42
Có lẽ cái chết là con bài duy nhất tôi có thể dùng để chống lại số phận.,1,0,0,0,0,0,0,1,0,0,0,18
"Nếu bạn cho phép và chấp nhận nó, thì bạn cảm thấy tồi tệ như bạn nợ họ hoặc họ bắt đầu gọi điện và đến với những yêu cầu kỳ lạ mà họ cảm thấy bạn phải làm vì bạn đã nhận món quà.",1,0,0,0,0,0,0,1,0,0,0,45
"Tôi bị ép chụp ảnh khỏa thân, tôi rất khó chịu, không dám kể cho người khác. Tôi là nạn nhân của sự việc này, đây không phải lỗi của tôi. Tôi sẽ tìm đến cảnh sát để được giúp đỡ, tôi tin họ sẽ giúp tôi đòi lại công bằng.",0,0,0,0,0,0,0,0,0,0,0,51
"Ví dụ như tôi cảm thấy nhà trị liệu tâm lý này không ổn, tôi có thể tìm người khác không? Sau khi tìm người khác rồi có thể quay lại tìm nhà trị liệu tâm lý trước đó không?",0,0,0,0,0,0,0,0,0,0,0,40
Tôi để anh ta thúc ép tôi về mặt tình dục và vượt qua ranh giới của tôi.,1,0,0,0,1,0,0,0,0,0,0,18
"Khoảng một năm trước, tôi tái hợp với một người bạn trai cũ. Anh ấy về cơ bản là người yêu cũ 'thực sự' duy nhất của tôi. Chúng tôi đã ở bên nhau trong suốt thời gian học đại học của cả hai và chỉ chia tay một năm trước khi chúng tôi quay lại với nhau. Trong suốt thời gian chúng tôi ở bên nhau, cả hai chúng tôi chưa bao giờ lừa dối nhau, nhưng vì lý do nào đó, tôi thấy mình liên tục hoang tưởng rằng anh ấy sẽ làm vậy.",0,0,0,0,0,0,0,0,0,0,0,96
"Có vẻ như tôi đã đóng góp được một phần nhỏ, nhưng công lao chính là của tập thể.",1,0,0,0,0,0,0,0,0,1,0,19
bạn đời tôi đã bỏ tôi,0,0,0,0,0,0,0,0,0,0,0,6
"Thì ra căn bệnh này căn bản không thể khỏi được, tôi từng nghĩ mình đã khỏi rồi, hôm nay mới phát hiện căn bản không làm được.",1,0,0,0,0,0,0,1,0,0,0,28
"Bạn tôi hỏi xin lời khuyên, nhưng tôi không thể đưa ra lời khuyên. Tôi hoàn toàn ích kỷ và vô tâm.",0,0,0,0,0,0,0,0,0,0,0,22
Mình không được phép từ chối giúp đỡ người khác khi họ cần.,1,0,0,1,0,0,0,0,0,0,0,13
"Tôi khác với người khác, tôi đáng phải chịu như vậy",1,0,0,0,1,0,0,0,0,0,0,11
"Tôi và bạn bè ngày nào cũng ăn cơm cùng nhau, đột nhiên một ngày cô ấy không đến tìm tôi ăn cơm. Sau này cô ấy chắc chắn sẽ không tìm tôi ăn cơm nữa, chết tiệt, quả nhiên tôi không giữ được bất kỳ người bạn nào.",1,0,1,0,0,0,0,0,0,0,0,49
"Tôi ngay lập tức nghĩ đến kịch bản tồi tệ nhất… Nó có thể từ “Ôi họ chỉ đến muộn”; đến “Điều gì sẽ xảy ra nếu họ gặp tai nạn xe hơi nghiêm trọng?” hoặc “Nếu tôi gọi cho họ bây giờ họ có thể bị phân tâm khi lái xe và đó sẽ là lỗi của tôi, có lẽ họ đang gặp rắc rối.”",1,0,0,0,0,0,0,0,0,1,0,66
Bài thuyết trình suôn sẻ là do tôi đã tập luyện quá nhiều lần.,1,0,0,0,0,0,1,0,0,0,0,14
Tôi đã la mắng chị gái tôi vì đã không làm điều gì đó đúng cách. Sẽ không bao giờ có đủ thời gian để hoàn thành mọi thứ,0,0,0,0,0,0,0,0,0,0,0,29
"Tháng này, có nhiều đồng nghiệp trẻ mới đến, họ làm việc hiệu quả và rất tốt, tôi cảm thấy hơi lo lắng. Đừng lo lắng, họ tuy trẻ nhưng mình có kinh nghiệm và năng lực, không có vấn đề gì lớn.",0,0,0,0,0,0,0,0,0,0,0,43
"Họ nói tôi có óc hài hước, nhưng đó chỉ là những câu nói nhảm nhí thôi.",1,0,0,0,0,0,1,0,0,0,0,17
"Đã hẹn đi chơi cùng nhau, nhưng tôi lại bị cho leo cây. Tôi nghĩ không giữ lời hứa, anh ta quả nhiên là người không giữ lời.",1,0,0,0,0,0,0,0,1,0,0,28
"Tôi nghĩ chắc chắn mình sẽ có học bổng, nhưng không may học bổng bị hủy bỏ. Mặc dù vợ cũ của tôi đã làm sai, nhưng tôi ngày càng cảm thấy mình là thủ phạm, tôi hoàn toàn không xứng đáng nhận được bất kỳ điều tốt đẹp nào trong cuộc đời mình.",1,0,0,0,1,0,0,0,0,0,0,54
"Đáng lẽ tôi phải chủ động hơn trong công việc, giờ thì lại bị động và mất cơ hội.",1,0,0,1,0,0,0,0,0,0,0,19
"Gần đây tôi mang thai, cảm thấy rất khó chịu. Tôi không muốn mang thai chút nào, mang thai chỉ khiến tôi khó chịu, tôi sẽ không bao giờ vui vẻ nữa.",1,0,1,0,0,0,0,0,0,0,0,32
"Tôi nghĩ đến điều này mới buồn chứ không phải anh ấy muốn rời bỏ tôi mà tôi buồn;; muốn rời bỏ tôi thì luôn có cách níu kéo. Lỗi nhỏ tôi có thể sửa, lỗi lớn hơn một chút tôi cũng có thể làm tốt hơn với nhiều thời gian hơn. Dù sao cũng không có kẻ thứ ba, chỉ là hai chúng tôi có vấn đề. Đều có cách giải quyết cả. Nhưng ở bên nhau cũng không thể lâu dài khiến tôi cảm thấy mình khá vô dụng, yêu ai cũng chỉ được một thời gian.",1,0,0,0,0,0,0,0,1,0,0,99
"Trong một hai tháng qua, tôi thức dậy ít nhất một lần mỗi tuần mỗi tuần vì đau lưng. Lịch sinh hoạt gần đây quá không lành mạnh, tôi phải chú ý đến vấn đề sức khỏe.",0,0,0,0,0,0,0,0,0,0,0,37
"Nhớ lại cuộc đời thất bại của mình, thật ra chỉ có thể nói là một khoảnh khắc ngắn ngủi hỗn loạn ngay từ đầu, không đáng gọi là cuộc đời. Rất muốn cứ thế mà tự tử. Ước gì có thể làm lại từ đầu. Ước gì ông trời đối xử công bằng với tôi một chút, chỉ một chút thôi.",1,0,0,0,0,0,0,0,1,0,0,62
"Thấy tình yêu ngọt ngào là muốn yêu, đặc biệt là khi xem trên TikTok thì ngưỡng mộ, hoặc đi mua sắm thấy chị gái xinh đẹp đều tưởng tượng và mơ ước về tình yêu. Thực tế trong cuộc sống không có người mình thích",0,0,0,0,0,0,0,0,0,0,0,46
Gần đây tôi cảm thấy chiều cao của mình không được lý tưởng cho lắm. Tôi nghĩ bạn gái tương lai của tôi chắc chắn sẽ coi thường tôi vì chiều cao của tôi.,1,0,0,0,0,0,0,1,0,0,0,34
"Tôi tham gia câu lạc bộ cũng không kết bạn được, không có người quen nào. Cố gắng một tháng rồi, kết quả là trong câu lạc bộ vẫn không có ai làm bạn với tôi, tôi đúng là một người không giỏi giao tiếp.",1,0,0,0,0,0,0,0,1,0,0,45
Bài thuyết trình tốt là do tôi có người hỗ trợ phần kỹ thuật.,1,0,0,0,0,0,1,0,0,0,0,14
"Tôi giảm cân thành công, nhưng đó chỉ là do tôi ăn kiêng quá đà thôi.",1,0,0,0,0,0,1,0,0,0,0,16
Cô ấy biết mình có vấn đề về trí nhớ và không phủ nhận – cô ấy chỉ muốn tránh làm bất cứ điều gì về nó.,0,0,0,0,0,0,0,0,0,0,0,27
"Cơm à, hai rưỡi sáng, tôi buồn quá nên gọi điện cho mẹ. Họ đã ngủ rồi, nói tôi làm phiền họ. Nhưng về đêm thì đặc biệt nhớ nhà, gọi điện chỉ muốn nghe giọng họ thôi. Điều đặc biệt buồn là mẹ tôi nói một câu 'đi ngủ đi', ngay lập tức cảm thấy không còn gì đáng trân trọng nữa. Không nhận được gì khác, ngay cả tình thân cũng không có. Rất muốn đi tìm bạn, nhưng bản thân lại không có dũng khí. Tự giày vò mình quá haha.",1,0,0,0,0,1,0,0,0,0,0,94
Hôm nay trời mưa rất to. Bạn cùng phòng nhìn tôi đi trong mưa. Không ai có dù muốn mời tôi. Tôi chỉ có thể chạy thật nhanh.,1,0,0,0,0,0,0,1,0,0,0,28
"Đột nhiên thức dậy lúc ba giờ sáng, tôi vẫn cảm thấy rất buồn ngủ, công việc ngày mai có thể bị ảnh hưởng. Nếu không thể vượt qua cơn buồn ngủ, thì tôi là một kẻ vô dụng, việc nhỏ như vậy cũng không làm được, chắc chắn khó thành đại sự.",1,0,0,0,0,0,0,0,0,0,1,53
"Tôi đang giảm cân, nhưng tôi đã lén lút ăn một miếng bánh quy, tôi rất hối hận. Bây giờ tôi ăn vụng một miếng bánh quy, sau này chẳng phải sẽ ăn vụng mãi sao, tôi sẽ không bao giờ giảm được cân nữa.",1,0,1,0,0,0,0,0,0,0,0,45
"Con người tôi, từ trong xương tủy đã thối nát rồi.",1,0,0,0,0,0,0,0,1,0,0,11
Anh ấy đã cãi nhau với bố tôi về mọi thứ nhỏ nhặt.,1,0,1,0,0,0,0,0,0,0,0,13
"Tôi thường làm điều đó khi tôi cảm thấy mình vô giá trị, xấu xí và không đáng sống. Tôi chưa nói với ai vì tôi biết họ sẽ nói tôi ngu ngốc khi làm điều đó.",1,0,0,0,0,0,0,1,1,0,0,37
