Original Text,Emotional Reasoning,Overgeneralization,Should Statements,Personalization,Mental Filter,Disqualifying the Positive,Jumping to Conclusions,Labeling and Mislabeling,Magnification and Minimization,All or Nothing Thinking
"Thế giới này thật ghê tởm, vừa thấy ghê tởm vừa sợ hãi những suy nghĩ như vậy của mình, căm ghét nhưng lại tham sống",0,0,0,0,0,0,0,1,0,0
"Ăn cơm đi, tôi quá hèn nhát, đáng đời phải chịu đựng đau khổ",0,0,0,0,0,0,0,0,1,0
"Bây giờ tôi một mình, ngồi trên ghế dài trong khu dân cư. Gió thổi tôi hơi lạnh, chuyển tiền về nhà trả nợ mua nhà, thật tốt. Không có việc làm nữa, nhà đến hạn vào ngày 10 tháng 5, trong túi còn 10 tệ, còn ba điếu thuốc, không có bật lửa. Mất hết dũng khí làm việc. Và khả năng đối mặt với cuộc sống. Tôi ghét phải đến thế giới này một vòng.",0,0,0,0,1,0,0,0,1,0
"Đăng một bài hát lên朋友圈, chặn bố mẹ giáo viên. Tôi đặt hy vọng vào người khác. Nghĩ đi nghĩ lại lại xóa đi. Lại đăng một bài hát mới. Tôi vẫn không dám để họ biết tôi ghê tởm đến mức này.",0,0,0,0,0,0,0,1,0,0
"Điều ghét nhất là sách giáo khoa cũ, tôi muốn bán tất cả sách cũ từ tiểu học đến đại học, họ không cho tôi bán, từ nhỏ luôn muốn có giá sách, mãi đến khi tốt nghiệp cấp 3 mới được mua. Mùi cơ thể di truyền khiến tôi rất tự ti, họ luôn thờ ơ với tôi, răng không đều nói là khe hở lớn sẽ vào tiền nên tôi đã xin vài lần mà họ không đưa tôi đi chỉnh răng, năm ngoái đi hỏi nha sĩ thì nói tôi đã quá lớn tuổi rồi, cấp 3 mao mạch ở bắp chân giãn nở đến mắt cá chân trông rất đáng sợ, xin gì cũng không được",0,0,0,0,0,0,0,0,1,0
"Tôi thật ngu ngốc và ngớ ngẩn, còn xui xẻo, lại không cố gắng, tôi hết thuốc chữa rồi",0,0,0,0,0,0,1,1,0,0
"Tôi quá yếu, chẳng biết làm gì cả",0,0,0,0,0,0,0,1,0,0
"Chị Zoufàn, sau khi khỏi bệnh tôi đã quen anh ấy ở trường đại học trong quân đội. Bây giờ chúng tôi đã ở bên nhau gần một năm rồi, nhưng bây giờ tôi lại tái phát. Mỗi câu mỗi chữ anh ấy nói đều đang giết chết tôi, anh ấy muốn tôi chết.",0,0,0,0,0,0,1,0,0,0
"Tôi thực sự rất tệ, rất tệ, chẳng tốt chút nào, tôi rất bẩn, rất bẩn, tôi mới 17 tuổi mà đã đi quan hệ với người đàn ông khác, tôi bẩn thỉu chết tiệt, tôi muốn tự đánh chết mình, tôi giống như một con giòi, ghê tởm người khác và cả chính mình",0,0,0,0,0,0,0,1,1,0
"Thấy nhiều người muốn chết tôi lại có chút an ủi, tôi thật âm u, tôi đã like tất cả các bình luận muốn chết mà tôi thấy",0,0,0,0,0,0,0,1,0,0
Tôi vốn dĩ là một người rất lạnh lùng,0,0,0,0,0,0,0,1,0,0
"Tại sao tôi sống 18 năm rồi mà không có một người bạn nào chứ, là do tôi không giỏi ăn nói, không biết giao tiếp, không thích cười, không ai thích tôi",0,0,0,0,0,0,0,1,0,0
"Tê liệt, tê liệt, tê liệt, cười vì một số chuyện kỳ lạ, cũng không phải là vui, tôi không biết cảm giác vui là gì nữa. Cả người uể oải không muốn làm gì, nhìn lại quá khứ toàn là khoảng trống, tương lai cũng không có chút ánh sáng nào.",0,0,0,0,1,0,0,0,0,0
"Bạn cùng phòng rác rưởi dùng những hình ảnh đã tìm được ghép lại để đối phó với bài tập mà được hơn chín mươi điểm, tôi làm nghiêm túc mà chỉ được hơn tám mươi, một môn học thôi cũng có thể tạo ra khoảng cách lớn như vậy, tâm lý của tôi thực sự đã mất rồi, nếu không thể bảo vệ nghiên cứu sinh thì tôi thực sự chỉ có thể về quê, trải qua một cuộc đời bình thường, mãi mãi không thể rời khỏi thành phố cấp ba, bạn trai không hề muốn cống hiến gì trong tình yêu, anh ấy làm mất tai nghe của mình lại bắt tôi mua cái mới, tôi lại vì sợ cô đơn mà hèn mọn chịu đựng thỏa hiệp",0,0,0,0,1,0,1,1,0,0
"Tôi không xứng đáng có được may mắn, tâm trạng tốt",0,0,1,0,0,0,0,0,0,0
"Zoufàn ơi, tôi thực sự không biết phải sống sao, sự tồn tại mãi mãi chỉ mang lại rắc rối cho người khác, mãi mãi bị ghét bỏ, mãi mãi phải kìm nén bản thân, không thể nói gì, không thể thể hiện gì, mãi mãi là yếu đuối, mãi mãi là kẻ thần kinh rác rưởi, tôi cũng rất ghét bản thân mình, không làm được gì cả, hèn nhát ở lại thế giới này, ngày nào cũng nghĩ đến cái chết nhưng lại luôn sợ hãi, mãi mãi chỉ trốn đi khóc, không thể phát ra tiếng, đối mặt với người khác thì mãi mãi phải cười. Tôi chết tiệt đang làm cái quái gì vậy chứ!",0,0,0,0,0,0,0,1,0,0
"À thực ra chẳng có gì đáng để lưu luyến cả, cuộc sống cứ lặp đi lặp lại, sống như một cái xác không hồn, muốn chết mà không dám chết, chỉ có thể tự an ủi mình như vậy",0,0,0,0,0,0,0,1,0,0
"Đặc biệt không muốn sống nhưng lại đặc biệt sợ chết, mỗi lần nghĩ nếu ngủ một giấc rồi không bao giờ tỉnh lại nữa thì tốt biết bao, mỗi ngày đều không vui, mỗi ngày đều cảm thấy chán ghét mọi thứ, thực ra tôi rất ngưỡng mộ những người mắc bệnh nan y. Zoufàn, khi nào chị đưa tôi đi, tôi thực sự không chịu nổi nữa rồi",0,0,0,0,1,0,0,0,0,0
"Thật suy sụp, không muốn sống nữa 🙃",0,0,0,0,0,0,0,1,0,0
Tôi mãi mãi là người bị mọi người từ bỏ sau khi suy nghĩ một chút (hoặc thậm chí không cần suy nghĩ).,0,0,0,0,0,0,1,0,0,0
"Thật vô vị, tâm hồn vô cùng lạc lõng! Tôi ghét bản thân mình! Rõ ràng cái chết có thể kết thúc mọi thứ, nhưng lại luôn không có dũng khí, nên chỉ có thể sống tạm bợ qua ngày... Du lịch chán ngắt, thế giới dù đẹp cũng không ai thưởng thức được, thế giới chẳng liên quan gì đến tôi...",0,0,0,1,1,0,0,0,0,0
"Chào, tôi đến thăm bạn đây, hôm nay tôi đặc biệt mệt, rõ ràng hôm qua tràn đầy năng lượng, hôm nay kiểm tra, mỡ máu hơi lên, về nhà ăn tinh bột rồi, hahaha, nhưng hôm nay mệt quá, không còn chút sức lực nào. Nước mắt của tôi không biết tại sao cứ chảy không ngừng, tôi tự hỏi mình có thể kiên trì đến bao giờ. Tôi sợ tôi không chịu nổi, tôi còn có bố mẹ, tôi chưa đến lúc phải đi mà. Tôi không biết tại sao tôi lại là người, lại có suy nghĩ, thật quá đau khổ.",0,0,0,0,1,0,0,0,0,0
Vấn đề tâm lý của tôi đã thối rữa đến mức không thể cứu vãn được từ khi còn rất nhỏ.,0,0,0,0,0,0,1,0,0,0
"Tôi làm điều ác nhiều quá, báo ứng đến rồi",0,0,0,0,0,0,0,1,0,0
"Dù sao cũng không ai yêu tôi, không ai thích tôi, không ai thực sự thấy tôi xinh đẹp",0,0,0,0,0,0,1,0,0,0
Thật đáng buồn thay;; một cô gái kiêu hãnh như vậy sao lại sống ra nông nỗi này;; dở sống dở chết,0,0,0,0,0,0,0,1,0,0
"Zoufàn, năm ngoái tôi đã viết trên Weibo của chị rằng tôi sắp kết hôn, nhưng ba năm qua tôi đã không nhìn rõ bộ mặt thật của người đó, giả tạo, tự cao, ích kỷ, tự luyến, không chịu trách nhiệm, lừa dối, tôi thật mù quáng",0,0,0,0,0,0,0,1,0,0
"Tôi vẫn muốn... nếu có cơ hội, tôi sẽ thối rữa trong một góc nào đó. Không cần bất cứ ai.",0,0,0,0,1,0,0,0,0,0
"Nghĩ lại lần cuối cùng rời khỏi đây cũng đã nửa năm rồi, tiềm thức cho rằng khoảng thời gian này tôi sống không tệ nên không đến, vừa rồi suy nghĩ một lát chắc là cảm nhận và ký ức của tôi đều bị thuốc gây nhiễu rồi. Không có người đáng tin cậy thật là một điều đáng tiếc lớn trong đời, trốn ở đây bình luận cũng quá làm mất đi hình tượng hoa hồng thép của tôi. Tôi là sai lầm trong cuộc đời mình",0,0,0,0,0,0,0,1,0,0
Nếu sống không thể khiến bản thân hạnh phúc thì tại sao phải sống,0,0,0,0,0,0,0,0,0,1
Lại đến lúc thừa nhận tôi là rác rưởi rồi,0,0,0,0,0,0,0,1,0,0
"Tôi không thể quên được, thật ghê tởm quá, tôi muốn nôn mửa, tại sao tôi lại ghê tởm đến vậy",0,0,0,0,0,0,0,1,0,0
"Mệt quá, thở cũng thấy mệt",0,0,0,0,0,0,0,0,1,0
"Cảm thấy mình sắp bị xé nát. Những thứ khiến tôi khó chịu như một vũng nước đọng lại trong tim, không có lối thoát. Tôi không muốn sống nữa, nhưng tôi biết mình không thể chết, vì nếu tôi chết những người yêu tôi sẽ đau khổ. Tôi ghét họ không hiểu nhưng tôi không nỡ làm tổn thương họ. Tôi hy vọng mình mắc bệnh nan y, như vậy có thể cho họ thời gian chấp nhận tôi sẽ chết.",0,0,0,0,1,0,0,0,1,0
"Ăn cơm đi, mệt thật đấy, tại sao tôi lại không bao giờ vui vẻ được nữa vậy?",0,0,0,0,0,0,1,0,0,0
"Tôi à, cứ như cầm kính lúp mà nhìn cuộc sống, mọi khổ nạn khó khăn đều được phóng đại gấp bội mà giày vò, còn chút vui vẻ của tôi thì chẳng cảm thấy gì, thậm chí sau chút vui vẻ lại là nỗi buồn vô tận...",0,0,0,0,0,1,0,0,0,0
"Zoufàn, tôi nghĩ tôi đã lỡ tay rồi. Sau cuộc họp, còn một lãnh đạo và cấp dưới của ông ấy chưa rời khỏi phòng họp, tôi tiện tay tắt đèn, điều này thật không tôn trọng lãnh đạo😢. Sau đó, khi quay lại phòng họp lấy đồ, tôi nghe thấy mấy nhân viên phục vụ (nữ) ở trong phòng nói “cô gái kia tắt đèn sao không khóa cửa luôn”, có lẽ tôi chẳng hiểu chút nào về quy tắc sống sót nơi công sở😢.",0,0,0,1,0,0,0,0,0,0
"Cảm thấy cả đời cũng chỉ bình thường như vậy thôi, nhưng tôi lại không cam tâm bình thường. Trạng thái này của tôi cũng chẳng thay đổi được gì. Chết đi thì tốt biết mấy",0,0,0,0,0,0,1,0,0,0
Nhưng tại sao những người tôi gặp lại ghê tởm đến vậy,0,0,0,0,0,0,0,1,0,0
"Bị bạn trai lừa mấy trăm ngàn, bản thân lại bị trầm cảm. Bạn muốn tôi sống thế nào đây",0,0,0,0,1,0,0,0,0,0
"Zoufàn à, nếu tôi đi rồi, những người thân thuộc thế hệ trước ngu ngốc của tôi chắc chắn sẽ nói tôi quá yếu đuối, khả năng chịu đựng kém, sẽ cho rằng tôi nghĩ quẩn, sao nghĩ vậy tôi lại càng muốn khóc, tôi thấy những lời đánh giá của họ thật ghê tởm, có lẽ tôi mới là người ghê tởm nhất.",0,0,0,0,0,0,0,1,0,0
"Zoufàn, tôi vẫn không thể điều chỉnh tốt tâm lý của mình. Tôi không muốn đi học nữa, thực sự không muốn nữa, tôi sợ trường học, tôi chỉ là một người rất yếu đuối thôi, tôi muốn nói cho bố tôi tất cả mọi chuyện, tôi muốn xin nghỉ học, nhưng tôi lại sợ ông ấy thất vọng về tôi",0,0,0,0,0,0,0,1,0,0
"Cảm thấy mình thật vô dụng, làm mất chứng minh thư, trên đường đi làm lại không chịu nổi bản thân, vừa đi vừa khóc. Tôi cảm thấy sắp không thể chịu đựng được nữa rồi, loại người như tôi tại sao phải sống, một chút việc nhỏ cũng không làm được",0,0,0,0,1,0,0,1,1,0
"Vẫn muốn nói một câu: Nếu bạn không có quyết tâm lớn như vậy thì đừng động vào những cô gái cô đơn và một mình, vì sự hứng thú nhất thời của bạn, muốn làm một vị cứu tinh vĩ đại, mà đẩy cô ấy vào vực sâu hơn nữa, như vậy bạn thực sự đáng chết",0,0,1,0,0,0,0,0,0,0
"Giao vấn đề sinh tử cho bạn, tôi có ích kỷ lắm không, tôi không thể gánh vác chút trách nhiệm nào, sinh tử của tôi làm sao bạn có thể quyết định thay tôi, tôi xưa nay ghét như vậy, đúng vậy, tôi chính là một thể mâu thuẫn, một thể mâu thuẫn như vậy",0,0,0,0,0,0,0,1,0,0
"Anh ấy sẽ không nhớ những điều tốt đẹp của tôi đâu. Trong mắt anh ấy, tôi chỉ là một gánh nặng",0,0,0,0,0,0,1,1,0,0
"Tôi quá hèn nhát, muốn chết nhưng lại lo nghĩ quá nhiều, thực ra chết rồi thì chết rồi, chẳng có gì đáng sợ khi người khác nói xấu sau lưng nữa cả",0,0,0,0,0,0,0,1,0,0
"Zoufàn, tôi mệt mỏi quá rồi, lại không ngủ được thật tuyệt vọng. [Nước mắt]. Tôi chỉ biết khóc, khóc, khóc thật vô dụng, đồ bỏ đi",0,0,0,0,0,0,0,1,0,0
Có lẽ tôi là một kẻ thần kinh,0,0,0,0,0,0,0,1,0,0
"Tôi sợ hãi tất cả những điều tồi tệ sắp đến, khao khát cái chết để giải thoát, tôi sẽ không bao giờ khá hơn được",0,0,0,0,0,0,1,0,0,0
"Trong dòng người tấp nập nhìn Weibo của Zoufàn. Thật đúng là biến thái, lạc lõng",0,0,0,0,0,0,0,1,0,0
"Khóc lóc giữa đêm, tôi chỉ có thể nói ở đây, tôi cảm thấy mình thực sự quá thất bại, mọi quyết định quan trọng trong cuộc đời tôi đều không làm tốt, dẫn đến việc tôi ngày càng kém xa người khác, tôi không cam tâm, thực sự không cam tâm, nhưng biết làm sao, mọi quyết định đều do mình đưa ra, vì vậy tôi rất ghét bản thân mình, tại sao tôi lại vô dụng đến vậy, thực sự rất sợ mình bị tụt hậu, không thể đuổi kịp, thực sự rất sợ",0,0,0,0,0,0,0,1,1,0
"Zoufàn, tôi dành một năm để suy nghĩ rốt cuộc mình phù hợp làm gì, nhưng vẫn không có câu trả lời, cảm thấy bây giờ mình có cảm giác vô dụng, cuộc sống đối với tôi đột nhiên không còn ý nghĩa gì nữa, cũng không biết có thể chịu đựng đến bao giờ, nên đến thăm chị! Chúc chị ở thế giới bên kia luôn vui vẻ hạnh phúc",0,0,0,0,0,0,0,1,0,0
"Bạn cùng lớp tôi nói tôi giả vờ, hôm đó thực sự rất muốn chết, cầm một con dao, rạch cổ tay xong, tôi nhìn máu, tự giễu cười một tiếng, một người bạn khá thân của tôi, thấy vậy, nói với tôi, không sao đâu, tôi sẽ cùng bạn vượt qua.",0,0,0,0,1,0,0,0,0,0
"Tôi biết mình không nên bi quan như vậy, không nên buồn bã như vậy, nhưng thực sự rất khó chịu, tôi hoàn toàn không xứng đáng với lời khen của bố mẹ, đứa con ngoan ngoãn và xuất sắc mà họ nói hoàn toàn không phải tôi.",0,0,0,0,0,0,0,0,0,1
"Đầu ó óc tôi nói rằng tôi phải làm những việc kinh thiên động địa để cứu vớt chúng sinh, phải kiếm thật nhiều tiền, phải làm những việc mà đầu óc cho là đúng, ngoài những việc đó ra đều là sai, tôi chết tiệt, đáng chết thật,",0,0,1,0,0,0,0,0,0,0
"Tôi đúng là một người kỳ lạ, dễ vui dễ giận, dễ bị cảm xúc chi phối bởi lời nói và hành động của anh ấy. Nhưng trong mắt anh ấy, tôi lại là một người vô cớ gây sự... Anh ấy không hiểu được nỗi buồn của tôi, nhưng tôi vẫn như nghiện ma túy mà không thể rời bỏ anh ấy.....",0,0,0,0,0,0,0,1,0,0
"Tôi vô dụng, tôi vô dụng",0,0,0,0,0,0,0,1,0,0
Tôi tệ nhất,0,0,0,0,0,0,0,1,0,0
"Con người là động vật sống theo bầy đàn, và tôi không thể thích nghi với việc sống chung với người khác ngoài gia đình và một vài người bạn cũ, là lỗi của tôi, là tôi có lỗi, là tôi không phù hợp",0,0,0,1,0,0,0,0,0,0
"Tôi muốn kiếm thật nhiều tiền, muốn gia đình sống tốt hơn, nhưng bây giờ tôi thậm chí còn không có việc làm, cũng không thể thành công được, định mệnh chỉ có thể là tầng lớp thấp nhất, tích lũy từng đồng từng đồng",0,0,0,0,0,0,1,0,0,0
"Anh ta vẫn sống ung dung tự tại, tại sao bạn lại phải chịu đựng những báo ứng mà anh ta đáng phải chịu?",0,0,1,0,0,0,0,0,0,0
"Lần đầu tiên để lại lời nhắn, có lẽ tôi không thể chịu đựng được nữa, ghê tởm quá rồi, cả thế giới lẫn chính bản thân tôi",0,0,0,0,0,0,0,1,0,0
"Cuộc đời này sẽ không ngừng đấm đá con người, khi bạn vui vẻ một chút, tìm thấy một chút ý nghĩa để sống, thì lại có đủ thứ chuyện liên tiếp ập đến. Tôi rất không muốn khóc nức nở. Nhưng tôi cảm thấy cảm xúc này lại đến rồi. Lần này đến lần khác, những cú đánh mạnh khiến bạn ù tai hoa mắt, nhưng lại không có đối tượng để đánh trả. Tại sao cuộc đời lại khổ sở đến vậy?",0,1,0,0,0,0,1,0,0,0
"Ừ đúng vậy, kiên trì có ích gì chứ, dù sao cũng toàn là khổ đau",0,1,0,0,0,0,1,0,0,0
"Tôi muốn sám hối, hôm nay xem chuyện vét khuyến mãi, ban đầu chưa tìm hiểu kỹ đã tùy tiện bình luận, sau đó một đống người chửi bới, thế mà lại thấy bị chửi cũng khá sướng. Nghĩ đến trước đây mình cũng vét khuyến mãi, cũng không giao hàng, đã khiếu nại nhưng chỉ được hoàn tiền, bây giờ nghĩ lại mình sao lại ghê tởm đến vậy, đáng đời bị chửi, có lẽ tôi sẽ không bao giờ tử tế được nữa, thế giới của tôi tràn đầy u ám, tôi là một kẻ ác",0,0,0,0,0,0,0,1,0,1
"Tôi và mẹ tôi lại cãi nhau, có lẽ kiếp này không có duyên mẹ con, bà ấy sụp đổ tôi cũng sụp đổ. Làm mẹ con bao nhiêu năm nay nói chuyện hòa nhã không quá mười câu. Ai sai đây? Có lẽ là tôi. Không sống được như bà ấy mong muốn",0,0,0,1,0,0,0,0,0,0
"Người như tôi gặp chuyện chỉ biết trốn tránh, không làm được gì cả",0,1,0,0,0,0,0,0,0,0
"Tôi thực sự không thể chịu đựng được nữa, tôi nói tôi là một kẻ hèn nhát, tôi thừa nhận tôi không thể chịu đựng được nữa, tôi rất tuyệt vọng, tôi không có chút hy vọng nào",0,0,0,0,0,0,0,1,0,0
"Mặt tối trong nội tâm tôi là sự đen tối, tự ti, nhạy cảm, bạn thực sự muốn biết tôi đang nghĩ gì sao? Nhưng tôi sợ các bạn biết rồi lại xa lánh tôi, mặc dù bây giờ cũng gần như vậy rồi",0,0,0,0,0,0,0,1,0,0
"Cuộc sống thật khổ, toàn là dày vò, không biết từ lúc nào đã trở nên cáu kỉnh",0,0,0,0,1,0,0,0,0,0
Cả thế giới đang an ủi tôi;;; không vui thì đổi công việc khác;;;; đừng sợ hãi cũng đừng do dự;;;; tôi biết nhiều cửa ải trong đời đều cần tôi tự mình quyết định và gánh vác;;;; tôi sợ hãi quá;;;; họ tốt bụng đến vậy;;; họ biết sự yếu đuối của tôi;;; còn tôi hình như luôn bị nỗi sợ hãi bao vây;;; tôi cảm thấy có lỗi;;;;;;; làm sao tôi mới có thể tốt hơn;;; mỗi ngày đầu óc không thể tỉnh táo được;; tôi chưa làm gì mà đã kiệt sức rồi,0,0,0,0,0,0,0,1,0,0
"Tôi cần nghỉ ngơi một thời gian, nhưng bây giờ không thể, tôi muốn tìm xem rốt cuộc mình đam mê điều gì, tôi muốn tìm một người yêu tôi, ôi, tôi cứ sống đã, bây giờ tôi chỉ muốn mình gặp một tai nạn thôi, hãy để tôi chết đi, thực sự không muốn sống nữa, mệt mỏi quá, tôi quá thất bại rồi",0,0,0,0,0,0,0,1,0,0
Có lẽ cả đời cũng chỉ như vậy thôi,0,0,0,0,0,0,1,0,0,0
"Bị mẹ ruột nói là ích kỷ và vô ơn, lần đầu tiên tôi biết hóa ra gia đình tôi nghĩ về tôi như vậy. Cảm giác như bị cả thế giới không tin tưởng, không ai thương không ai yêu.",0,0,0,0,1,0,0,0,0,0
Người luôn bị thương tích đầy mình là tôi,0,0,0,0,0,0,1,0,0,0
"Tôi bị lừa, tôi vẫn nhớ ánh mắt đáng sợ của bố mẹ tôi lần đầu tiên tôi bị lừa, tôi còn nợ người khác, tôi rất đau khổ, rất đau khổ, tôi chỉ cảm thấy mình quá có lỗi với họ, rất nhiều lần tôi gặp chuyện đều là do tôi làm liên lụy đến họ",0,0,0,1,0,0,0,0,0,0
"Xin lỗi, phản hồi của thế giới dành cho tôi có lẽ sẽ không tốt đẹp, mãi mãi, mãi mãi",0,1,0,0,0,0,1,0,0,0
"Zoufàn, mẹ tôi hình như không coi tôi là người. Tôi không cảm nhận được chút tình yêu nào từ bà ấy",0,0,0,0,0,0,1,0,0,0
"Sống như một cái xác không hồn, tôi không có tình cảm",0,0,0,0,0,0,0,1,0,0
"Phát hiện ra có người căn bản không hề coi bạn là bạn, bạn bè có ích gì? Khi bạn thực sự gặp chuyện cũng chẳng thấy giúp được gì, nhiều nhất cũng chỉ an ủi bạn mà thôi.",0,0,0,0,0,0,1,0,0,0
"Anh ấy không biết nội tâm tôi tồi tệ đến mức nào, anh ấy thích tất cả chỉ là sự ngụy trang của tôi, có lẽ là quá tự ti nên lòng tự trọng cao, tôi sợ nhất là cảm thấy người khác có chút thương hại tôi, luôn muốn trở thành một người rất giỏi, sau đó dang cánh bảo vệ mẹ, nhưng tất cả những điều này chỉ là những gì tôi mong muốn, cuối cùng tôi đã không trở thành con người mà tôi muốn, và trong quá trình đó càng ngày càng thất bại, bỏ cuộc đi",0,0,0,0,0,0,0,1,0,0
Cuộc đời thật thất bại,0,0,0,0,0,0,0,1,0,0
Không ai thích tôi,0,0,0,0,0,0,1,0,0,0
Tôi luôn rất tệ,0,0,0,0,0,0,0,1,0,0
"Bản thân bị bệnh mà còn yêu đương, đến nông nỗi này, chắc chắn là tôi đáng đời",0,0,0,1,0,0,0,0,0,0
"Cảm xúc của tôi được duy trì bằng thuốc, ngừng thuốc là hỏng bét",0,0,0,0,0,0,1,0,0,0
"Tôi luôn tò mò, thế giới rộng lớn như vậy, hình như tôi không thể thoát khỏi vòng luẩn quẩn này rồi",0,0,0,0,0,0,1,0,0,0
"Tôi hình như phát điên rồi, một quả táo thối từ trong ra ngoài",0,0,0,0,0,0,0,1,0,0
"Thường xuyên cười chỉ là không muốn mang lại năng lượng tiêu cực cho người khác, thực ra bên trong đau khổ đến mức nào thì chỉ mình mình biết, đôi khi sống như một chú hề biết diễn, mọi người chỉ quan tâm đến bề ngoài mà họ thấy, khi chạm đến trái tim thì lại lùi bước. Dũng khí của tôi chỉ có vài lần, mỗi lần gần như đều đã dùng hết toàn bộ sức lực, nhưng trong mắt đối phương có lẽ cũng chỉ là một trong số ít những con cá, thậm chí còn không tồn tại trong câu chuyện của anh ấy.",0,0,0,0,0,0,1,1,0,0
"Hai tháng liên tiếp quên không được đánh giá hiệu suất, tôi vô hình đến mức nào vậy.",0,0,0,0,0,0,1,0,0,0
"Cảm thấy những việc đã làm trước đây đều là sai lầm, ôi, đau khổ",0,1,0,0,0,0,0,0,0,0
Nhưng tôi thực sự quá yếu đuối,0,0,0,0,0,0,0,1,0,0
"Tương lai à, tôi không có tương lai",0,0,0,0,0,0,1,0,0,0
Thật ghê tởm mà còn ích kỷ,0,0,0,0,0,0,0,1,0,0
Hãy để tôi làm một kẻ xấu xa đi,0,0,0,0,0,0,0,1,0,0
Người như tôi mãi mãi chỉ là rác rưởi,0,0,0,0,0,0,0,1,0,0
"Tại sao rất nhiều chuyện, đã qua rất rất lâu rồi, chỉ cần viết ra, tôi vẫn đau đớn đến vậy? Tại sao chứ? Muốn cầu xin thời gian chữa lành cho tôi, nhưng tôi biết tôi không thể khỏi được nữa rồi. Những điều trước đây đều là ảo tưởng, tôi chỉ là hết lần này đến lần khác trải qua những chuyện cũ, hết lần này đến lần khác muốn vá víu lại bản thân của quá khứ mà thôi.",0,0,0,0,0,0,1,0,0,0
"Không khá lên được, không thoát ra được",0,0,0,0,0,0,1,0,0,0
Đôi khi tế bào trong đầu động đậy một cái cũng thấy mệt mỏi,0,0,0,0,0,0,0,0,1,0
"Tôi đã hơn một năm không đến đây rồi;; tại sao hạnh phúc với người khác lại dễ dàng như vậy mà với tôi lại khó khăn đến thế. Sống thật mệt mỏi, khiến tôi cảm thấy mình chẳng làm được gì cả",0,1,0,0,0,0,0,0,0,0
"Tôi tự nhủ, tôi là một cô gái rất tệ, xấu xí nghèo khổ, không ai yêu tôi, sẽ không có ai yêu tôi, tôi không thể gặp được người yêu tôi, tôi không được, tôi không xứng đáng. Kiếp sau nhất định phải trở thành một cô gái xinh đẹp đáng yêu, được không?",0,0,0,0,0,0,1,1,0,0
"Zoufàn, tôi không bị trầm cảm, tôi chỉ muốn tìm bạn để tâm sự, không muốn làm phiền người khác, tôi không thể tha thứ cho bản thân thì phải làm sao, tại sao tôi lại yếu đuối đến vậy [nước mắt]",0,0,0,0,0,0,0,1,0,0
"Tôi có bao nhiêu nỗi oan muốn nói với bạn nhưng tôi có tư cách gì chứ. Nhìn tôi bây giờ xem, người không ra người, ma không ra ma",0,0,0,0,0,0,0,1,0,0
Tôi thật đê tiện,0,0,0,0,0,0,0,1,0,0
Đồ rác rưởi như tôi mới đáng chết đột ngột,0,0,0,0,0,0,0,1,0,0
"Toàn là kẻ lừa đảo, những kẻ nói có thể giúp bạn đều là kẻ lừa đảo",0,0,0,0,0,0,0,1,0,0
"Tôi thực sự không muốn đi học, chỉ muốn tìm một góc nhỏ để ở, không suy nghĩ bất cứ điều gì, tôi rõ ràng biết rằng chỉ cần thay đổi suy nghĩ sẽ không đau khổ đến vậy nhưng tôi thực sự không thể, khó quá, thực sự nhìn thấy mình ngày càng xa cách người khác, tôi thực sự quá tệ rồi",0,0,0,0,0,0,0,1,0,0
"Càng tiếp xúc nhiều càng thất vọng về thế giới này, tôi chỉ có thể trở thành một kẻ dị biệt không ai thích, đi ngược lại thật khó chịu",0,0,0,0,0,0,0,1,0,0
"Viết di chúc mười mấy năm rồi mà vẫn chưa chết, tôi thật rác rưởi",0,0,0,0,0,0,0,1,0,0
Cảm thấy mọi điều tồi tệ đều xảy ra với tôi,0,0,0,0,1,0,0,0,0,0
Thật sự có ý nghĩa gì. Tôi thấy mình sống chỉ là một chướng ngại vật,0,0,0,0,0,0,0,1,0,0
"Xin lỗi, tôi là một đứa trẻ mồ côi, kiếp này tôi không thể hòa nhập được nữa rồi",0,0,0,0,0,0,1,0,0,0
"Xin lỗi tôi có mùi hôi chân, xin lỗi tôi tiêu tiền phung phí, xin lỗi tôi hay khóc, xin lỗi tôi không hề kỷ luật, xin lỗi tôi ăn uống vô độ, xin lỗi tôi không hiểu chuyện đến vậy, xin lỗi tôi khó hiểu đến vậy, xin lỗi tôi ghê tởm đến vậy, xin lỗi tôi không biết đối nhân xử thế, xin lỗi tôi xấu người lại còn làm màu, xin lỗi tôi tồn tại trên thế giới này",0,0,0,0,0,0,0,0,1,0
Tuần này về nhà lại bị mắng rồi. Chưa bao giờ hỏi tôi có muốn sống như vậy không. Một chút phản bác đã bị nói là vô lương tâm. Đôi khi thực sự muốn chết đi. Nhưng tôi lại là một kẻ ngốc vô dụng,0,0,0,0,0,0,0,1,0,0
"Như một khối thịt thối rữa, mùi hôi thối tỏa ra khiến ai cũng tránh xa, tôi chính là thứ bùn nhão khiến mọi người ghê tởm, tôi muốn chết, thật đấy, ngay cả ánh mắt cha nhìn tôi cũng đầy sự chán ghét tột cùng.",0,0,0,0,0,0,0,1,0,0
"Kiếp này quá lười biếng, quá yếu đuối, quá thiếu ý chí, quá thiếu kiên trì mới khiến bản thân quá vô dụng, ngày nào cũng lo lắng, không thể nắm bắt tốt tương lai của mình, thực sự không còn chút hy vọng nào vào cuộc đời tương lai.",0,0,0,0,0,0,0,1,0,0
